Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
ERBB2_ex_7	chr17	37882788	37882929	142	1075	1770	1530.77
CA10_ex	chr17	50008315	50008526	212	1341	2161	1859.11
ZNF521_ex	chr18	22804281	22807572	3292	917	1673	1440.7
RIT2_ex	chr18	40503560	40503699	140	414	731	621.979
SYT4_ex	chr18	40850388	40850535	148	391	586	519.02
SETBP1_ex	chr18	42529861	42533288	3428	410	869	718.999
SLC14A2_ex	chr18	43204627	43204777	151	375	552	483.47
SLC14A2_ex_2	chr18	43249282	43249460	179	357	584	497.726
SMAD4_ex	chr18	48604649	48604802	154	550	832	720.688
DCC_ex	chr18	50683732	50683864	133	490	728	640.248
WDR7_ex	chr18	54398650	54398796	147	396	591	528.401
BCL2_ex	chr18	60985524	60985667	144	207	528	399.306
SERPINB3_ex	chr18	61328289	61328432	144	471	734	635.194
CDH7_ex	chr18	63477009	63477155	147	353	540	466.823
CD226_ex	chr18	67563037	67563171	135	525	790	695.489
NETO1_ex	chr18	70526104	70526248	145	344	566	486.828
ZNF236_ex	chr18	74620319	74620472	154	188	318	260.318
STK11_ex	chr19	1206890	1207229	340	608	1477	1175.54
STK11_ex_2	chr19	1218385	1218525	141	700	1094	947.298
STK11_ex_3	chr19	1219295	1219431	137	803	1256	1077.74
STK11_ex_4	chr19	1220350	1220519	170	844	1255	1105.74
STK11_ex_5	chr19	1220550	1220724	175	741	956	854.903
STK11_ex_6	chr19	1221180	1221361	182	805	1299	1103.77
STK11_ex_7	chr19	1221905	1222046	142	356	643	531.12
STK11_ex_8	chr19	1222960	1223204	245	677	1291	1067.49
STK11_ex_9	chr19	1226420	1226679	260	145	753	535.996
MAP2K2_ex	chr19	4099176	4099272	97	526	722	642.206
MAP2K2_ex_2	chr19	4099376	4099456	81	374	483	443.099
MAP2K2_ex_3	chr19	4110481	4110621	141	640	1015	867.667
MAP2K2_ex_4	chr19	4117451	4117524	74	770	928	876.311
MAP2K2_ex_5	chr19	4117591	4117663	73	543	780	678.041
KEAP1_ex	chr19	10597293	10597511	219	598	984	854.804
KEAP1_ex_2	chr19	10599833	10600090	258	646	1221	958.182
KEAP1_ex_3	chr19	10600303	10600514	212	582	1095	925.401
KEAP1_ex_4	chr19	10602263	10602970	708	643	1224	1006.41
KEAP1_ex_5	chr19	10610073	10610710	638	452	1309	1020.15
IGFL3_ex	chr19	46627115	46627261	147	858	1283	1118.79
PDYN_ex	chr20	1960990	1961521	532	786	1397	1198.76
PAK7_ex	chr20	9546528	9546985	458	846	1633	1422.74
U2AF1_ex	chr21	44524394	44524462	69	574	864	721.435
U2AF1_ex_2	chr21	44524464	44524541	78	673	888	815.654
DMD_ex	chrX	32429836	32430057	222	1145	1981	1658.38
FGD1_ex	chrX	54497725	54497925	201	1192	2032	1718.83
TRPC5_ex	chrX	111195250	111195640	391	736	1882	1517.36
AMOT_ex	chrX	112024145	112024364	220	920	1548	1314
DCAF12L2_ex	chrX	125298579	125298835	257	1337	1927	1814.68
DCAF12L2_ex_2	chrX	125298859	125299288	430	1489	2141	1888.49
DCAF12L2_ex_3	chrX	125299329	125299403	75	1615	1730	1671.12
DCAF12L2_ex_4	chrX	125299449	125299801	353	672	1896	1499.18
DCAF12L1_ex	chrX	125685269	125685520	252	1232	1957	1765.07
DCAF12L1_ex_2	chrX	125685544	125685751	208	1854	2042	1956.98
DCAF12L1_ex_3	chrX	125685759	125685831	73	1739	1927	1820.22
DCAF12L1_ex_4	chrX	125685854	125685972	119	1574	1814	1708.87
DCAF12L1_ex_5	chrX	125686009	125686084	76	1545	1688	1626.83
DCAF12L1_ex_6	chrX	125686129	125686562	434	309	2029	1434.74
RPS4Y1_ex	chrY	2712193	2712272	80	0	0	0
RPS4Y1_ex_2	chrY	2722643	2722721	79	0	0	0
RPS4Y1_ex_3	chrY	2733178	2733258	81	0	2	1.2716
ZFY_ex	chrY	2843138	2843272	135	1	4	2.71111
ZFY_ex_2	chrY	2844743	2844868	126	0	0	0
