Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
TP53_ex_6	chr17	7578154	7578326	173	1229	1839	1622.82
TP53_ex_7	chr17	7578339	7578589	251	1450	2092	1844.59
TP53_ex_8	chr17	7579289	7579605	317	952	2400	1942.55
TP53_ex_9	chr17	7579639	7579772	134	415	1535	855.276
TP53_ex_10	chr17	7579804	7579954	151	1204	1974	1656.95
POLDIP2_ex	chr17	26684291	26684509	219	0	0	0
ERBB2_ex	chr17	37879768	37879938	171	1665	2943	2457.33
ERBB2_ex_2	chr17	37880143	37880277	135	2115	2796	2501.56
ERBB2_ex_3	chr17	37880943	37881204	262	1649	2606	2266.65
ERBB2_ex_4	chr17	37881268	37881488	221	2142	2707	2416.99
ERBB2_ex_5	chr17	37881538	37881678	141	1039	2116	1816.6
ERBB2_ex_6	chr17	37881938	37882156	219	1547	2844	2393.15
ERBB2_ex_7	chr17	37882788	37882929	142	1749	2464	2161.23
CA10_ex	chr17	50008315	50008526	212	1959	3525	2921.78
ZNF521_ex	chr18	22804281	22807572	3292	1735	3738	3180.48
RIT2_ex	chr18	40503560	40503699	140	801	1791	1419.05
SYT4_ex	chr18	40850388	40850535	148	1195	1816	1594.71
SETBP1_ex	chr18	42529861	42533288	3428	1316	3515	2907.3
SLC14A2_ex	chr18	43204627	43204777	151	960	1499	1263.28
SLC14A2_ex_2	chr18	43249282	43249460	179	1037	1534	1339.86
SMAD4_ex	chr18	48604649	48604802	154	1467	1900	1750.23
DCC_ex	chr18	50683732	50683864	133	1229	1810	1600.44
WDR7_ex	chr18	54398650	54398796	147	1113	1563	1414.66
BCL2_ex	chr18	60985524	60985667	144	573	1209	972.083
SERPINB3_ex	chr18	61328289	61328432	144	1568	2383	2081.66
CDH7_ex	chr18	63477009	63477155	147	846	1142	1015.36
CD226_ex	chr18	67563037	67563171	135	1873	2723	2390.96
NETO1_ex	chr18	70526104	70526248	145	1002	1675	1459.5
ZNF236_ex	chr18	74620319	74620472	154	354	531	466.506
STK11_ex	chr19	1206890	1207229	340	1527	4340	3278.6
STK11_ex_2	chr19	1218385	1218525	141	1692	2457	2183.64
STK11_ex_3	chr19	1219295	1219431	137	1519	2627	2231.28
STK11_ex_4	chr19	1220350	1220519	170	1819	2844	2480.39
STK11_ex_5	chr19	1220550	1220724	175	1590	2139	1953.96
STK11_ex_6	chr19	1221180	1221361	182	2135	3228	2769.68
STK11_ex_7	chr19	1221905	1222046	142	575	973	814.465
STK11_ex_8	chr19	1222960	1223204	245	1855	3351	2789.68
STK11_ex_9	chr19	1226420	1226679	260	371	1466	1070.69
MAP2K2_ex	chr19	4099176	4099272	97	781	1048	928.495
MAP2K2_ex_2	chr19	4099376	4099456	81	563	750	669.741
MAP2K2_ex_3	chr19	4110481	4110621	141	1229	1792	1572.86
MAP2K2_ex_4	chr19	4117451	4117524	74	1203	1516	1410.53
MAP2K2_ex_5	chr19	4117591	4117663	73	873	1274	1075.38
KEAP1_ex	chr19	10597293	10597511	219	1038	1757	1509.51
KEAP1_ex_2	chr19	10599833	10600090	258	862	1975	1567.13
KEAP1_ex_3	chr19	10600303	10600514	212	1370	2541	2124.18
KEAP1_ex_4	chr19	10602263	10602970	708	1529	2732	2314
KEAP1_ex_5	chr19	10610073	10610710	638	897	2979	2240.55
IGFL3_ex	chr19	46627115	46627261	147	1329	1927	1669.31
PDYN_ex	chr20	1960990	1961521	532	1629	3401	2813.53
PAK7_ex	chr20	9546528	9546985	458	2290	4263	3646.55
U2AF1_ex	chr21	44524394	44524462	69	864	1247	1078.83
U2AF1_ex_2	chr21	44524464	44524541	78	977	1269	1157.94
DMD_ex	chrX	32429836	32430057	222	1138	1996	1640.93
FGD1_ex	chrX	54497725	54497925	201	1453	2485	2066.23
TRPC5_ex	chrX	111195250	111195640	391	693	1997	1595.8
AMOT_ex	chrX	112024145	112024364	220	897	1575	1315.63
DCAF12L2_ex	chrX	125298579	125298835	257	1228	1962	1763.39
DCAF12L2_ex_2	chrX	125298859	125299288	430	1297	2439	2040.49
DCAF12L2_ex_3	chrX	125299329	125299403	75	1386	1529	1446.84
DCAF12L2_ex_4	chrX	125299449	125299801	353	555	1754	1300.17
DCAF12L1_ex	chrX	125685269	125685520	252	1164	2119	1839.39
DCAF12L1_ex_2	chrX	125685544	125685751	208	1901	2279	2127.31
DCAF12L1_ex_3	chrX	125685759	125685831	73	1706	2038	1863.15
DCAF12L1_ex_4	chrX	125685854	125685972	119	1303	1693	1514.39
DCAF12L1_ex_5	chrX	125686009	125686084	76	1367	1647	1499.08
DCAF12L1_ex_6	chrX	125686129	125686562	434	305	2122	1417.81
RPS4Y1_ex	chrY	2712193	2712272	80	160	193	177.8
RPS4Y1_ex_2	chrY	2722643	2722721	79	114	142	130.278
RPS4Y1_ex_3	chrY	2733178	2733258	81	60	84	73.5679
ZFY_ex	chrY	2843138	2843272	135	122	165	149.689
ZFY_ex_2	chrY	2844743	2844868	126	58	84	72.6984
