Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
ERBB2_ex_3	chr17	37880943	37881204	262	1403	2307	1955.55
ERBB2_ex_4	chr17	37881268	37881488	221	1674	2252	2019.89
ERBB2_ex_5	chr17	37881538	37881678	141	896	1795	1550.69
ERBB2_ex_6	chr17	37881938	37882156	219	1309	2317	1963.14
ERBB2_ex_7	chr17	37882788	37882929	142	1354	2114	1860.58
CA10_ex	chr17	50008315	50008526	212	1692	2905	2379.89
ZNF521_ex	chr18	22804281	22807572	3292	1139	2471	2011.86
RIT2_ex	chr18	40503560	40503699	140	369	815	657.4
SYT4_ex	chr18	40850388	40850535	148	470	745	645.723
SETBP1_ex	chr18	42529861	42533288	3428	447	1200	974.768
SLC14A2_ex	chr18	43204627	43204777	151	388	566	488.934
SLC14A2_ex_2	chr18	43249282	43249460	179	383	604	510.218
SMAD4_ex	chr18	48604649	48604802	154	642	951	839.682
DCC_ex	chr18	50683732	50683864	133	565	848	743.977
WDR7_ex	chr18	54398650	54398796	147	469	660	601.694
BCL2_ex	chr18	60985524	60985667	144	221	558	422.118
SERPINB3_ex	chr18	61328289	61328432	144	620	947	832.354
CDH7_ex	chr18	63477009	63477155	147	409	619	531.891
CD226_ex	chr18	67563037	67563171	135	650	956	838.659
NETO1_ex	chr18	70526104	70526248	145	395	618	532.448
ZNF236_ex	chr18	74620319	74620472	154	183	286	237.636
STK11_ex	chr19	1206890	1207229	340	741	2078	1591.58
STK11_ex_2	chr19	1218385	1218525	141	796	1262	1096.45
STK11_ex_3	chr19	1219295	1219431	137	734	1417	1193.4
STK11_ex_4	chr19	1220350	1220519	170	977	1381	1227.15
STK11_ex_5	chr19	1220550	1220724	175	776	1053	952.989
STK11_ex_6	chr19	1221180	1221361	182	1038	1625	1366.07
STK11_ex_7	chr19	1221905	1222046	142	366	605	513.099
STK11_ex_8	chr19	1222960	1223204	245	829	1518	1247.87
STK11_ex_9	chr19	1226420	1226679	260	156	756	541.912
MAP2K2_ex	chr19	4099176	4099272	97	533	672	609.794
MAP2K2_ex_2	chr19	4099376	4099456	81	357	468	415.79
MAP2K2_ex_3	chr19	4110481	4110621	141	757	1120	967.816
MAP2K2_ex_4	chr19	4117451	4117524	74	826	1034	941.176
MAP2K2_ex_5	chr19	4117591	4117663	73	579	833	710.507
KEAP1_ex	chr19	10597293	10597511	219	666	1129	955.74
KEAP1_ex_2	chr19	10599833	10600090	258	678	1354	1025.44
KEAP1_ex_3	chr19	10600303	10600514	212	686	1431	1133.56
KEAP1_ex_4	chr19	10602263	10602970	708	810	1551	1279.78
KEAP1_ex_5	chr19	10610073	10610710	638	488	1781	1318.15
IGFL3_ex	chr19	46627115	46627261	147	1084	1574	1357.78
PDYN_ex	chr20	1960990	1961521	532	976	1905	1547.1
PAK7_ex	chr20	9546528	9546985	458	1167	2272	1919.08
U2AF1_ex	chr21	44524394	44524462	69	654	989	825.42
U2AF1_ex_2	chr21	44524464	44524541	78	792	1025	934.462
DMD_ex	chrX	32429836	32430057	222	1477	2682	2208.41
FGD1_ex	chrX	54497725	54497925	201	1535	2729	2272.67
TRPC5_ex	chrX	111195250	111195640	391	786	2306	1813.11
AMOT_ex	chrX	112024145	112024364	220	1074	1873	1564.08
DCAF12L2_ex	chrX	125298579	125298835	257	1647	2491	2270.17
DCAF12L2_ex_2	chrX	125298859	125299288	430	1728	2863	2428.95
DCAF12L2_ex_3	chrX	125299329	125299403	75	1793	1956	1863.05
DCAF12L2_ex_4	chrX	125299449	125299801	353	718	2422	1816.2
DCAF12L1_ex	chrX	125685269	125685520	252	1444	2612	2253.61
DCAF12L1_ex_2	chrX	125685544	125685751	208	2395	2834	2655.46
DCAF12L1_ex_3	chrX	125685759	125685831	73	2163	2495	2318.9
DCAF12L1_ex_4	chrX	125685854	125685972	119	1818	2210	2062.51
DCAF12L1_ex_5	chrX	125686009	125686084	76	1778	2037	1928.83
DCAF12L1_ex_6	chrX	125686129	125686562	434	334	2665	1762.13
RPS4Y1_ex	chrY	2712193	2712272	80	0	0	0
RPS4Y1_ex_2	chrY	2722643	2722721	79	0	0	0
RPS4Y1_ex_3	chrY	2733178	2733258	81	0	2	1.2716
ZFY_ex	chrY	2843138	2843272	135	1	4	2.71111
ZFY_ex_2	chrY	2844743	2844868	126	0	0	0
