Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
TP53_ex_6	chr17	7578154	7578326	173	1141	1714	1533.72
TP53_ex_7	chr17	7578339	7578589	251	1335	1933	1708.84
TP53_ex_8	chr17	7579289	7579605	317	1284	2244	1904.25
TP53_ex_9	chr17	7579639	7579772	134	512	1741	1491.09
TP53_ex_10	chr17	7579804	7579954	151	1200	1797	1586.68
POLDIP2_ex	chr17	26684291	26684509	219	148	506	374.338
ERBB2_ex	chr17	37879768	37879938	171	1501	2781	2302.05
ERBB2_ex_2	chr17	37880143	37880277	135	1947	2626	2338.5
ERBB2_ex_3	chr17	37880943	37881204	262	1540	2392	2088.84
ERBB2_ex_4	chr17	37881268	37881488	221	1877	2437	2181.63
ERBB2_ex_5	chr17	37881538	37881678	141	1007	1926	1685.44
ERBB2_ex_6	chr17	37881938	37882156	219	1460	2638	2228.58
ERBB2_ex_7	chr17	37882788	37882929	142	1617	2388	2082.55
CA10_ex	chr17	50008315	50008526	212	1731	3083	2577.15
ZNF521_ex	chr18	22804281	22807572	3292	1527	3097	2695.62
RIT2_ex	chr18	40503560	40503699	140	1024	1689	1465.31
SYT4_ex	chr18	40850388	40850535	148	1104	1739	1520.53
SETBP1_ex	chr18	42529861	42533288	3428	1229	2929	2480.79
SLC14A2_ex	chr18	43204627	43204777	151	989	1519	1300.83
SLC14A2_ex_2	chr18	43249282	43249460	179	1033	1551	1359.92
SMAD4_ex	chr18	48604649	48604802	154	1343	1816	1649.24
DCC_ex	chr18	50683732	50683864	133	1175	1775	1565.98
WDR7_ex	chr18	54398650	54398796	147	1108	1575	1423.61
BCL2_ex	chr18	60985524	60985667	144	600	1310	1032.78
SERPINB3_ex	chr18	61328289	61328432	144	1479	2253	1964.99
CDH7_ex	chr18	63477009	63477155	147	841	1199	1053.91
CD226_ex	chr18	67563037	67563171	135	1716	2545	2244.7
NETO1_ex	chr18	70526104	70526248	145	1022	1687	1468.53
ZNF236_ex	chr18	74620319	74620472	154	381	567	498.084
STK11_ex	chr19	1206890	1207229	340	1459	3653	2826.3
STK11_ex_2	chr19	1218385	1218525	141	1568	2374	2102.21
STK11_ex_3	chr19	1219295	1219431	137	1867	2765	2341.44
STK11_ex_4	chr19	1220350	1220519	170	1733	2623	2332.97
STK11_ex_5	chr19	1220550	1220724	175	1522	1994	1852.95
STK11_ex_6	chr19	1221180	1221361	182	2005	3017	2589.27
STK11_ex_7	chr19	1221905	1222046	142	606	1049	873.176
STK11_ex_8	chr19	1222960	1223204	245	1686	3096	2570.85
STK11_ex_9	chr19	1226420	1226679	260	355	1460	1066.53
MAP2K2_ex	chr19	4099176	4099272	97	849	1170	1032.91
MAP2K2_ex_2	chr19	4099376	4099456	81	587	778	706.963
MAP2K2_ex_3	chr19	4110481	4110621	141	1184	1787	1562.28
MAP2K2_ex_4	chr19	4117451	4117524	74	1239	1503	1413.41
MAP2K2_ex_5	chr19	4117591	4117663	73	861	1226	1060.82
KEAP1_ex	chr19	10597293	10597511	219	985	1659	1440.91
KEAP1_ex_2	chr19	10599833	10600090	258	1055	1980	1629.33
KEAP1_ex_3	chr19	10600303	10600514	212	1270	2385	2003.83
KEAP1_ex_4	chr19	10602263	10602970	708	1460	2528	2128.28
KEAP1_ex_5	chr19	10610073	10610710	638	841	2602	2021.58
IGFL3_ex	chr19	46627115	46627261	147	1244	1824	1570.4
PDYN_ex	chr20	1960990	1961521	532	1557	2955	2506.48
PAK7_ex	chr20	9546528	9546985	458	1984	3414	3014.13
U2AF1_ex	chr21	44524394	44524462	69	889	1293	1108
U2AF1_ex_2	chr21	44524464	44524541	78	976	1322	1194.12
DMD_ex	chrX	32429836	32430057	222	986	1766	1450.83
FGD1_ex	chrX	54497725	54497925	201	1299	2193	1841.42
TRPC5_ex	chrX	111195250	111195640	391	637	1855	1469.22
AMOT_ex	chrX	112024145	112024364	220	877	1490	1260.16
DCAF12L2_ex	chrX	125298579	125298835	257	1208	1770	1621.67
DCAF12L2_ex_2	chrX	125298859	125299288	430	1200	2135	1804.15
DCAF12L2_ex_3	chrX	125299329	125299403	75	1257	1391	1327.15
DCAF12L2_ex_4	chrX	125299449	125299801	353	543	1626	1225.06
DCAF12L1_ex	chrX	125685269	125685520	252	1100	1859	1655.13
DCAF12L1_ex_2	chrX	125685544	125685751	208	1720	1952	1865.18
DCAF12L1_ex_3	chrX	125685759	125685831	73	1567	1802	1673.15
DCAF12L1_ex_4	chrX	125685854	125685972	119	1226	1590	1418.49
DCAF12L1_ex_5	chrX	125686009	125686084	76	1264	1462	1351.97
DCAF12L1_ex_6	chrX	125686129	125686562	434	288	1885	1288.83
RPS4Y1_ex	chrY	2712193	2712272	80	143	178	161.338
RPS4Y1_ex_2	chrY	2722643	2722721	79	115	149	135.304
RPS4Y1_ex_3	chrY	2733178	2733258	81	59	83	73.0494
ZFY_ex	chrY	2843138	2843272	135	125	179	161.156
ZFY_ex_2	chrY	2844743	2844868	126	50	80	67.1825
