#STAMP depth report v1.2
#date=Sat Feb  6 11:30:58 PST 2016
#bam=SampleB.barcode-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130725
#min=0
#max=3630
#avg=2061.74
#med=2095
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
RB1_ex_10	chr13	48941595	48941782	188	1258	1942	1711.21	1773.5
RB1_ex_11	chr13	48942630	48942761	132	1517	2049	1844.19	1867.5
RB1_ex_12	chr13	48947500	48947645	146	954	1368	1213.67	1240.5
RB1_ex_13	chr13	48951030	48951209	180	1573	2477	2150.26	2204
RB1_ex_14	chr13	48953715	48953810	96	672	1110	947.677	970.5
RB1_ex_15	chr13	48954170	48954235	66	221	623	393.909	382.5
RB1_ex_16	chr13	48954295	48954404	110	782	1315	1167.94	1201.5
RB1_ex_17	chr13	48955375	48955626	252	1029	2281	1740.19	1757.5
LPAR6_ex	chr13	48985970	48986111	142	1490	2274	2006.45	2059
RB1_ex_18	chr13	49027105	49027282	178	999	1695	1460.31	1510.5
RB1_ex_19	chr13	49030315	49030517	203	1152	1998	1712.97	1785
RB1_ex_20	chr13	49033800	49034007	208	289	2079	1401.33	1511.5
RB1_ex_21	chr13	49037835	49037984	150	810	1226	1084.47	1117.5
RB1_ex_22	chr13	49039110	49039277	168	113	1770	986.28	969.5
RB1_ex_23	chr13	49039315	49039518	204	1686	2518	2217.49	2267.5
RB1_ex_24	chr13	49047430	49047576	147	1177	1697	1492.46	1513
RB1_ex_25	chr13	49050815	49050983	169	1909	2921	2578.77	2628
RB1_ex_26	chr13	49051440	49051572	133	723	1126	990.143	1019
RB1_ex_27	chr13	49054085	49054245	161	1027	1648	1415.53	1442
KLHL1_ex	chr13	70681316	70681856	541	1234	2786	2248.7	2326
SLITRK1_ex	chr13	84453597	84455634	2038	1483	3211	2785.07	2835
LRFN5_ex	chr14	42355817	42357220	1404	1331	2988	2593.66	2637.5
C14orf177_ex	chr14	99183471	99183646	176	1211	1931	1637.46	1671.5
AKT1_ex	chr14	105246390	105246570	181	1559	2437	2142.21	2192
MKRN3_ex	chr15	23810934	23812061	1128	1141	3139	2366.29	2433
MKRN3_ex_2	chr15	23812104	23812496	393	1559	2798	2453.4	2549
MAP2K1_ex	chr15	66727329	66727602	274	801	1552	1181.63	1192.5
MAP2K1_ex_2	chr15	66729049	66729123	75	946	1445	1212.41	1228
MAP2K1_ex_3	chr15	66729139	66729253	115	1041	1545	1370.31	1433
MAP2K1_ex_4	chr15	66735574	66735650	77	780	1219	1017.58	1015
MAP2K1_ex_5	chr15	66735664	66735738	75	1085	1366	1260.52	1285
MAP2K1_ex_6	chr15	66737009	66737088	80	581	761	692.562	695
MAP2K1_ex_7	chr15	66774059	66774241	183	1015	1646	1416.5	1452
MAP2K1_ex_8	chr15	66777294	66777550	257	1259	2708	2221.96	2329
MAP2K1_ex_9	chr15	66779539	66779676	138	941	1457	1292.52	1323.5
MAP2K1_ex_10	chr15	66781504	66781654	151	747	1285	1112.51	1146
MAP2K1_ex_11	chr15	66781994	66782146	153	1116	1677	1483.99	1535
MAP2K1_ex_12	chr15	66782804	66782984	181	1078	1794	1555.62	1620
TP53_ex	chr17	7572889	7573037	149	1230	1978	1653.38	1664
TP53_ex_2	chr17	7573894	7574051	158	782	1159	1007.72	1017
TP53_ex_3	chr17	7576809	7576957	149	2015	2462	2279.22	2302
TP53_ex_4	chr17	7576984	7577173	190	1113	2071	1749.86	1857.5
TP53_ex_5	chr17	7577469	7577648	180	789	2071	1599.78	1657
TP53_ex_6	chr17	7578154	7578326	173	1141	1885	1648	1727
TP53_ex_7	chr17	7578339	7578589	251	1411	1918	1760.76	1763
TP53_ex_8	chr17	7579289	7579605	317	705	2339	1815.49	1970
TP53_ex_9	chr17	7579639	7579772	134	125	1265	579.701	526
TP53_ex_10	chr17	7579804	7579954	151	1176	1765	1554.02	1597
POLDIP2_ex	chr17	26684291	26684509	219	0	0	0	0
ERBB2_ex	chr17	37879768	37879938	171	1295	2536	2061.09	2174
ERBB2_ex_2	chr17	37880143	37880277	135	1756	2319	2113.9	2141
ERBB2_ex_3	chr17	37880943	37881204	262	1474	2180	1928.32	1942.5
ERBB2_ex_4	chr17	37881268	37881488	221	1828	2239	2055.53	2071
ERBB2_ex_5	chr17	37881538	37881678	141	763	1821	1449.52	1490
ERBB2_ex_6	chr17	37881938	37882156	219	1295	2333	1981.1	2041
ERBB2_ex_7	chr17	37882788	37882929	142	1344	1972	1746.22	1785.5
CA10_ex	chr17	50008315	50008526	212	1533	2604	2186.4	2255
ZNF521_ex	chr18	22804281	22807572	3292	1506	3174	2802.19	2844
RIT2_ex	chr18	40503560	40503699	140	899	1857	1504.42	1569
SYT4_ex	chr18	40850388	40850535	148	1121	1683	1481.11	1487.5
SETBP1_ex	chr18	42529861	42533288	3428	1196	3134	2583.93	2630
SLC14A2_ex	chr18	43204627	43204777	151	835	1224	1069.83	1102
SLC14A2_ex_2	chr18	43249282	43249460	179	941	1414	1233.15	1264
SMAD4_ex	chr18	48604649	48604802	154	1535	2162	1905.69	1950
DCC_ex	chr18	50683732	50683864	133	1318	1950	1725.3	1752
WDR7_ex	chr18	54398650	54398796	147	1044	1456	1319.52	1365
BCL2_ex	chr18	60985524	60985667	144	604	1238	976.875	988
SERPINB3_ex	chr18	61328289	61328432	144	1439	2284	1954.03	2003.5
CDH7_ex	chr18	63477009	63477155	147	961	1321	1180.78	1202
CD226_ex	chr18	67563037	67563171	135	1587	2262	1996.88	2034
NETO1_ex	chr18	70526104	70526248	145	942	1492	1301.5	1325
ZNF236_ex	chr18	74620319	74620472	154	405	578	504.805	508
STK11_ex	chr19	1206890	1207229	340	1181	3205	2437.77	2538.5
STK11_ex_2	chr19	1218385	1218525	141	1277	1830	1626.15	1645
STK11_ex_3	chr19	1219295	1219431	137	965	1917	1615.98	1734
STK11_ex_4	chr19	1220350	1220519	170	1376	2040	1820.22	1853.5
STK11_ex_5	chr19	1220550	1220724	175	1236	1636	1501.22	1520
STK11_ex_6	chr19	1221180	1221361	182	1590	2395	2062.86	2088.5
STK11_ex_7	chr19	1221905	1222046	142	502	830	696.225	707
STK11_ex_8	chr19	1222960	1223204	245	1398	2391	2021.82	2107
STK11_ex_9	chr19	1226420	1226679	260	230	1111	796.092	885
MAP2K2_ex	chr19	4099176	4099272	97	673	946	833.072	844
MAP2K2_ex_2	chr19	4099376	4099456	81	510	745	622.728	636
MAP2K2_ex_3	chr19	4110481	4110621	141	1042	1639	1418.69	1446
MAP2K2_ex_4	chr19	4117451	4117524	74	1030	1299	1202.24	1223
MAP2K2_ex_5	chr19	4117591	4117663	73	751	1055	917.301	939
KEAP1_ex	chr19	10597293	10597511	219	1023	1636	1428.09	1493
KEAP1_ex_2	chr19	10599833	10600090	258	724	1862	1474	1545
KEAP1_ex_3	chr19	10600303	10600514	212	1201	2329	1927.07	2012
KEAP1_ex_4	chr19	10602263	10602970	708	1382	2340	1966.27	1937.5
KEAP1_ex_5	chr19	10610073	10610710	638	775	2744	2048.76	2237.5
IGFL3_ex	chr19	46627115	46627261	147	1697	2409	2103.44	2125
PDYN_ex	chr20	1960990	1961521	532	1201	2569	2114.92	2220
PAK7_ex	chr20	9546528	9546985	458	1671	3277	2794.96	2900.5
U2AF1_ex	chr21	44524394	44524462	69	1039	1406	1241.68	1259
U2AF1_ex_2	chr21	44524464	44524541	78	1051	1401	1255.12	1279.5
DMD_ex	chrX	32429836	32430057	222	689	1195	1007.37	1046.5
FGD1_ex	chrX	54497725	54497925	201	781	1363	1166.53	1227
TRPC5_ex	chrX	111195250	111195640	391	407	1193	947.189	1018
AMOT_ex	chrX	112024145	112024364	220	599	1025	848.268	873.5
DCAF12L2_ex	chrX	125298579	125298835	257	817	1197	1105.29	1130
DCAF12L2_ex_2	chrX	125298859	125299288	430	790	1305	1141.73	1181
DCAF12L2_ex_3	chrX	125299329	125299403	75	751	824	785.253	787
DCAF12L2_ex_4	chrX	125299449	125299801	353	368	1123	850.286	915
DCAF12L1_ex	chrX	125685269	125685520	252	739	1268	1123.46	1170.5
DCAF12L1_ex_2	chrX	125685544	125685751	208	1090	1431	1282.28	1284.5
DCAF12L1_ex_3	chrX	125685759	125685831	73	993	1174	1073.62	1064
DCAF12L1_ex_4	chrX	125685854	125685972	119	778	1032	917.681	905
DCAF12L1_ex_5	chrX	125686009	125686084	76	795	916	854.25	856.5
DCAF12L1_ex_6	chrX	125686129	125686562	434	177	1207	806.62	908
RPS4Y1_ex	chrY	2712193	2712272	80	554	666	612.612	615
RPS4Y1_ex_2	chrY	2722643	2722721	79	504	602	563	566
RPS4Y1_ex_3	chrY	2733178	2733258	81	183	229	213.296	215
ZFY_ex	chrY	2843138	2843272	135	601	843	742.452	740
ZFY_ex_2	chrY	2844743	2844868	126	166	261	229.873	230.5
