#STAMP depth report v1.2
#date=Sat Feb  6 11:23:37 PST 2016
#bam=SampleA.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=53
#max=2021
#avg=1190.58
#med=1203
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
RB1_ex_22	chr13	49039110	49039277	168	345	1103	802.482	866
RB1_ex_23	chr13	49039315	49039518	204	922	1413	1252.34	1268.5
RB1_ex_24	chr13	49047430	49047576	147	695	1076	912.857	927
RB1_ex_25	chr13	49050815	49050983	169	1091	1524	1367.03	1410
RB1_ex_26	chr13	49051440	49051572	133	579	921	804.165	825
RB1_ex_27	chr13	49054085	49054245	161	703	1192	1008.98	1040
KLHL1_ex	chr13	70681316	70681856	541	1018	1746	1535.66	1574
SLITRK1_ex	chr13	84453597	84455634	2038	882	1623	1443.01	1461
LRFN5_ex	chr14	42355817	42357220	1404	750	1717	1434.12	1447
C14orf177_ex	chr14	99183471	99183646	176	758	1192	1016.2	1044
AKT1_ex	chr14	105246390	105246570	181	998	1417	1289.91	1335
MKRN3_ex	chr15	23810934	23812061	1128	661	1375	1148.74	1180.5
MKRN3_ex_2	chr15	23812104	23812496	393	756	1296	1127	1153
MAP2K1_ex	chr15	66727329	66727602	274	583	949	784.208	770.5
MAP2K1_ex_2	chr15	66729049	66729123	75	650	946	816.387	818
MAP2K1_ex_3	chr15	66729139	66729253	115	624	1013	880.983	911
MAP2K1_ex_4	chr15	66735574	66735650	77	491	786	661.805	670
MAP2K1_ex_5	chr15	66735664	66735738	75	634	855	783.48	816
MAP2K1_ex_6	chr15	66737009	66737088	80	434	572	526.025	534.5
MAP2K1_ex_7	chr15	66774059	66774241	183	696	1238	1051.18	1083
MAP2K1_ex_8	chr15	66777294	66777550	257	759	1467	1263.18	1341
MAP2K1_ex_9	chr15	66779539	66779676	138	634	1085	937.391	968
MAP2K1_ex_10	chr15	66781504	66781654	151	614	915	824.808	855
MAP2K1_ex_11	chr15	66781994	66782146	153	697	1158	988.987	1022
MAP2K1_ex_12	chr15	66782804	66782984	181	752	1185	1050.76	1100
TP53_ex	chr17	7572889	7573037	149	745	1195	1044.23	1068
TP53_ex_2	chr17	7573894	7574051	158	563	904	776.563	798
TP53_ex_3	chr17	7576809	7576957	149	1077	1431	1316.2	1346
TP53_ex_4	chr17	7576984	7577173	190	764	1255	1093.74	1158
TP53_ex_5	chr17	7577469	7577648	180	637	1342	1100.32	1150.5
TP53_ex_6	chr17	7578154	7578326	173	897	1226	1146.94	1188
TP53_ex_7	chr17	7578339	7578589	251	1015	1368	1238.37	1240
TP53_ex_8	chr17	7579289	7579605	317	836	1369	1193.57	1211
TP53_ex_9	chr17	7579639	7579772	134	188	1156	966.687	1058.5
TP53_ex_10	chr17	7579804	7579954	151	910	1194	1103.76	1126
POLDIP2_ex	chr17	26684291	26684509	219	121	427	309.183	333
ERBB2_ex	chr17	37879768	37879938	171	819	1404	1210.73	1260
ERBB2_ex_2	chr17	37880143	37880277	135	962	1335	1196.64	1217
ERBB2_ex_3	chr17	37880943	37881204	262	956	1414	1265.69	1304.5
ERBB2_ex_4	chr17	37881268	37881488	221	1101	1423	1291.41	1313
ERBB2_ex_5	chr17	37881538	37881678	141	568	1159	994.518	1039
ERBB2_ex_6	chr17	37881938	37882156	219	827	1402	1219.84	1253
ERBB2_ex_7	chr17	37882788	37882929	142	902	1372	1190.94	1222.5
CA10_ex	chr17	50008315	50008526	212	714	1308	1094.41	1147
ZNF521_ex	chr18	22804281	22807572	3292	863	1535	1335.75	1345
RIT2_ex	chr18	40503560	40503699	140	704	1248	1060.48	1082.5
SYT4_ex	chr18	40850388	40850535	148	764	1168	1037.52	1059
SETBP1_ex	chr18	42529861	42533288	3428	669	1424	1223.01	1219
SLC14A2_ex	chr18	43204627	43204777	151	644	994	847.848	870
SLC14A2_ex_2	chr18	43249282	43249460	179	818	1193	1034.03	1064
SMAD4_ex	chr18	48604649	48604802	154	865	1205	1095.45	1151
DCC_ex	chr18	50683732	50683864	133	859	1304	1148.27	1168
WDR7_ex	chr18	54398650	54398796	147	729	1062	921.905	937
BCL2_ex	chr18	60985524	60985667	144	498	1135	906.049	931
SERPINB3_ex	chr18	61328289	61328432	144	803	1208	1069.51	1107
CDH7_ex	chr18	63477009	63477155	147	770	1131	990.585	1011
CD226_ex	chr18	67563037	67563171	135	932	1298	1156.05	1186
NETO1_ex	chr18	70526104	70526248	145	635	1008	872.317	886
ZNF236_ex	chr18	74620319	74620472	154	371	587	492.182	499.5
STK11_ex	chr19	1206890	1207229	340	938	1940	1628.87	1672.5
STK11_ex_2	chr19	1218385	1218525	141	876	1362	1197.28	1229
STK11_ex_3	chr19	1219295	1219431	137	1072	1610	1399.46	1410
STK11_ex_4	chr19	1220350	1220519	170	950	1519	1333.35	1372.5
STK11_ex_5	chr19	1220550	1220724	175	1013	1269	1143.42	1126
STK11_ex_6	chr19	1221180	1221361	182	1104	1611	1415.03	1452.5
STK11_ex_7	chr19	1221905	1222046	142	500	886	739.387	753
STK11_ex_8	chr19	1222960	1223204	245	904	1613	1380.68	1451
STK11_ex_9	chr19	1226420	1226679	260	221	1074	759.296	835
MAP2K2_ex	chr19	4099176	4099272	97	603	902	792.351	807
MAP2K2_ex_2	chr19	4099376	4099456	81	470	638	578.198	593
MAP2K2_ex_3	chr19	4110481	4110621	141	883	1329	1170.72	1213
MAP2K2_ex_4	chr19	4117451	4117524	74	1017	1216	1145.04	1163.5
MAP2K2_ex_5	chr19	4117591	4117663	73	730	1004	893.11	914
KEAP1_ex	chr19	10597293	10597511	219	728	1229	1058.46	1104
KEAP1_ex_2	chr19	10599833	10600090	258	767	1403	1173.99	1230
KEAP1_ex_3	chr19	10600303	10600514	212	817	1392	1192.37	1234
KEAP1_ex_4	chr19	10602263	10602970	708	567	1581	1348.48	1344.5
KEAP1_ex_5	chr19	10610073	10610710	638	592	1666	1354.42	1476
IGFL3_ex	chr19	46627115	46627261	147	852	1247	1103.5	1128
PDYN_ex	chr20	1960990	1961521	532	709	1187	1079.83	1115
PAK7_ex	chr20	9546528	9546985	458	705	1464	1263.46	1297.5
U2AF1_ex	chr21	44524394	44524462	69	683	1029	868.232	873
U2AF1_ex_2	chr21	44524464	44524541	78	795	1032	947.718	972.5
DMD_ex	chrX	32429836	32430057	222	408	759	625.631	651
FGD1_ex	chrX	54497725	54497925	201	400	716	611.731	647
TRPC5_ex	chrX	111195250	111195640	391	311	749	613.432	635
AMOT_ex	chrX	112024145	112024364	220	353	637	525.691	544
DCAF12L2_ex	chrX	125298579	125298835	257	584	771	713.163	720
DCAF12L2_ex_2	chrX	125298859	125299288	430	574	947	799.458	814
DCAF12L2_ex_3	chrX	125299329	125299403	75	616	676	647.76	646
DCAF12L2_ex_4	chrX	125299449	125299801	353	279	808	635.946	676
DCAF12L1_ex	chrX	125685269	125685520	252	514	762	692.524	715.5
DCAF12L1_ex_2	chrX	125685544	125685751	208	728	814	778.606	780
DCAF12L1_ex_3	chrX	125685759	125685831	73	716	798	753.151	751
DCAF12L1_ex_4	chrX	125685854	125685972	119	650	770	708.571	702
DCAF12L1_ex_5	chrX	125686009	125686084	76	609	686	650.395	646.5
DCAF12L1_ex_6	chrX	125686129	125686562	434	156	823	596.297	694
RPS4Y1_ex	chrY	2712193	2712272	80	438	539	490.05	490
RPS4Y1_ex_2	chrY	2722643	2722721	79	351	429	397.228	402
RPS4Y1_ex_3	chrY	2733178	2733258	81	218	276	260.704	264
ZFY_ex	chrY	2843138	2843272	135	403	606	536.644	551
ZFY_ex_2	chrY	2844743	2844868	126	226	324	286.175	293.5
