#STAMP depth report v1.2
#date=Sat Feb  6 11:19:31 PST 2016
#bam=SampleC.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=12
#max=8890
#avg=1346.33
#med=1205
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
RB1_ex_20	chr13	49033800	49034007	208	466	740	634.668	658
RB1_ex_21	chr13	49037835	49037984	150	337	540	469.54	487.5
RB1_ex_22	chr13	49039110	49039277	168	159	638	435.357	459
RB1_ex_23	chr13	49039315	49039518	204	534	763	687.333	696.5
RB1_ex_24	chr13	49047430	49047576	147	352	590	490.653	498
RB1_ex_25	chr13	49050815	49050983	169	515	793	697.497	723
RB1_ex_26	chr13	49051440	49051572	133	315	495	428.887	439
RB1_ex_27	chr13	49054085	49054245	161	348	631	529.988	547
KLHL1_ex	chr13	70681316	70681856	541	752	1599	1394.54	1461
SLITRK1_ex	chr13	84453597	84455634	2038	859	1707	1466.98	1494.5
LRFN5_ex	chr14	42355817	42357220	1404	672	1514	1284.94	1288
C14orf177_ex	chr14	99183471	99183646	176	662	1091	930.188	958
AKT1_ex	chr14	105246390	105246570	181	848	1333	1187.18	1241
MKRN3_ex	chr15	23810934	23812061	1128	391	871	708.804	727.5
MKRN3_ex_2	chr15	23812104	23812496	393	475	847	724.338	741
MAP2K1_ex	chr15	66727329	66727602	274	326	506	430.522	419
MAP2K1_ex_2	chr15	66729049	66729123	75	376	567	480.96	484
MAP2K1_ex_3	chr15	66729139	66729253	115	351	585	500.27	519
MAP2K1_ex_4	chr15	66735574	66735650	77	267	447	355.377	350
MAP2K1_ex_5	chr15	66735664	66735738	75	384	481	445.76	459
MAP2K1_ex_6	chr15	66737009	66737088	80	262	311	286.562	285
MAP2K1_ex_7	chr15	66774059	66774241	183	373	613	532.049	556
MAP2K1_ex_8	chr15	66777294	66777550	257	348	826	678.276	713
MAP2K1_ex_9	chr15	66779539	66779676	138	311	576	488.558	510.5
MAP2K1_ex_10	chr15	66781504	66781654	151	332	515	449.185	459
MAP2K1_ex_11	chr15	66781994	66782146	153	355	660	547.712	551
MAP2K1_ex_12	chr15	66782804	66782984	181	415	640	554.525	574
TP53_ex	chr17	7572889	7573037	149	401	616	536.349	544
TP53_ex_2	chr17	7573894	7574051	158	260	455	391.772	401.5
TP53_ex_3	chr17	7576809	7576957	149	531	790	704.631	727
TP53_ex_4	chr17	7576984	7577173	190	352	656	570.979	623
TP53_ex_5	chr17	7577469	7577648	180	331	654	532.228	541
TP53_ex_6	chr17	7578154	7578326	173	402	589	530.653	552
TP53_ex_7	chr17	7578339	7578589	251	491	681	595.701	595
TP53_ex_8	chr17	7579289	7579605	317	435	752	614.142	626
TP53_ex_9	chr17	7579639	7579772	134	70	522	430.149	484.5
TP53_ex_10	chr17	7579804	7579954	151	431	612	559.245	579
POLDIP2_ex	chr17	26684291	26684509	219	105	495	347.32	381
ERBB2_ex	chr17	37879768	37879938	171	1060	2069	1693.47	1766
ERBB2_ex_2	chr17	37880143	37880277	135	1270	1785	1586.87	1612
ERBB2_ex_3	chr17	37880943	37881204	262	1166	1872	1619.78	1671
ERBB2_ex_4	chr17	37881268	37881488	221	1344	1818	1650.22	1697
ERBB2_ex_5	chr17	37881538	37881678	141	787	1515	1309.62	1348
ERBB2_ex_6	chr17	37881938	37882156	219	1125	1975	1664.44	1710
ERBB2_ex_7	chr17	37882788	37882929	142	1075	1770	1530.77	1585
CA10_ex	chr17	50008315	50008526	212	1341	2161	1859.11	1932.5
ZNF521_ex	chr18	22804281	22807572	3292	917	1673	1440.7	1443
RIT2_ex	chr18	40503560	40503699	140	414	731	621.979	628.5
SYT4_ex	chr18	40850388	40850535	148	391	586	519.02	518.5
SETBP1_ex	chr18	42529861	42533288	3428	410	869	718.999	727.5
SLC14A2_ex	chr18	43204627	43204777	151	375	552	483.47	494
SLC14A2_ex_2	chr18	43249282	43249460	179	357	584	497.726	507
SMAD4_ex	chr18	48604649	48604802	154	550	832	720.688	742.5
DCC_ex	chr18	50683732	50683864	133	490	728	640.248	648
WDR7_ex	chr18	54398650	54398796	147	396	591	528.401	546
BCL2_ex	chr18	60985524	60985667	144	207	528	399.306	418.5
SERPINB3_ex	chr18	61328289	61328432	144	471	734	635.194	646.5
CDH7_ex	chr18	63477009	63477155	147	353	540	466.823	474
CD226_ex	chr18	67563037	67563171	135	525	790	695.489	720
NETO1_ex	chr18	70526104	70526248	145	344	566	486.828	502
ZNF236_ex	chr18	74620319	74620472	154	188	318	260.318	258
STK11_ex	chr19	1206890	1207229	340	608	1477	1175.54	1200
STK11_ex_2	chr19	1218385	1218525	141	700	1094	947.298	963
STK11_ex_3	chr19	1219295	1219431	137	803	1256	1077.74	1096
STK11_ex_4	chr19	1220350	1220519	170	844	1255	1105.74	1134.5
STK11_ex_5	chr19	1220550	1220724	175	741	956	854.903	851
STK11_ex_6	chr19	1221180	1221361	182	805	1299	1103.77	1112
STK11_ex_7	chr19	1221905	1222046	142	356	643	531.12	543.5
STK11_ex_8	chr19	1222960	1223204	245	677	1291	1067.49	1126
STK11_ex_9	chr19	1226420	1226679	260	145	753	535.996	588.5
MAP2K2_ex	chr19	4099176	4099272	97	526	722	642.206	648
MAP2K2_ex_2	chr19	4099376	4099456	81	374	483	443.099	452
MAP2K2_ex_3	chr19	4110481	4110621	141	640	1015	867.667	884
MAP2K2_ex_4	chr19	4117451	4117524	74	770	928	876.311	890.5
MAP2K2_ex_5	chr19	4117591	4117663	73	543	780	678.041	700
KEAP1_ex	chr19	10597293	10597511	219	598	984	854.804	908
KEAP1_ex_2	chr19	10599833	10600090	258	646	1221	958.182	954
KEAP1_ex_3	chr19	10600303	10600514	212	582	1095	925.401	959
KEAP1_ex_4	chr19	10602263	10602970	708	643	1224	1006.41	996.5
KEAP1_ex_5	chr19	10610073	10610710	638	452	1309	1020.15	1125
IGFL3_ex	chr19	46627115	46627261	147	858	1283	1118.79	1142
PDYN_ex	chr20	1960990	1961521	532	786	1397	1198.76	1245.5
PAK7_ex	chr20	9546528	9546985	458	846	1634	1423.03	1480
U2AF1_ex	chr21	44524394	44524462	69	574	864	721.435	717
U2AF1_ex_2	chr21	44524464	44524541	78	673	888	815.654	842
DMD_ex	chrX	32429836	32430057	222	1145	1981	1658.38	1704
FGD1_ex	chrX	54497725	54497925	201	1192	2032	1718.83	1792
TRPC5_ex	chrX	111195250	111195640	391	736	1882	1517.36	1573
AMOT_ex	chrX	112024145	112024364	220	920	1548	1314	1359
DCAF12L2_ex	chrX	125298579	125298835	257	1337	1927	1814.68	1852
DCAF12L2_ex_2	chrX	125298859	125299288	430	1489	2141	1888.49	1910.5
DCAF12L2_ex_3	chrX	125299329	125299403	75	1615	1730	1671.12	1672
DCAF12L2_ex_4	chrX	125299449	125299801	353	672	1896	1499.18	1631
DCAF12L1_ex	chrX	125685269	125685520	252	1232	1957	1765.07	1859
DCAF12L1_ex_2	chrX	125685544	125685751	208	1854	2042	1956.98	1955.5
DCAF12L1_ex_3	chrX	125685759	125685831	73	1739	1927	1820.22	1806
DCAF12L1_ex_4	chrX	125685854	125685972	119	1574	1814	1708.89	1697
DCAF12L1_ex_5	chrX	125686009	125686084	76	1544	1688	1626.71	1628
DCAF12L1_ex_6	chrX	125686129	125686562	434	309	2029	1434.74	1694
RPS4Y1_ex	chrY	2712193	2712272	80	0	0	0	0
RPS4Y1_ex_2	chrY	2722643	2722721	79	0	0	0	0
RPS4Y1_ex_3	chrY	2733178	2733258	81	0	2	1.2716	1
ZFY_ex	chrY	2843138	2843272	135	1	4	2.71111	3
ZFY_ex_2	chrY	2844743	2844868	126	0	0	0	0
