#STAMP depth report v1.2
#date=Sat Feb  6 11:17:18 PST 2016
#bam=TruQ3_146.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=50
#max=3768
#avg=1958.19
#med=1998
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
RB1_ex_10	chr13	48941595	48941782	188	1067	1763	1506.6	1538.5
RB1_ex_11	chr13	48942630	48942761	132	1432	1953	1740.83	1787
RB1_ex_12	chr13	48947500	48947645	146	829	1268	1103.59	1127.5
RB1_ex_13	chr13	48951030	48951209	180	1294	2206	1879.03	1937
RB1_ex_14	chr13	48953715	48953810	96	978	1277	1166.35	1174
RB1_ex_15	chr13	48954170	48954235	66	394	816	574.682	544
RB1_ex_16	chr13	48954295	48954404	110	1016	1437	1275.73	1292.5
RB1_ex_17	chr13	48955375	48955626	252	1093	2133	1776.73	1841
LPAR6_ex	chr13	48985970	48986111	142	1254	2003	1763.13	1831
RB1_ex_18	chr13	49027105	49027282	178	871	1491	1267.83	1310
RB1_ex_19	chr13	49030315	49030517	203	1004	1809	1520.85	1597
RB1_ex_20	chr13	49033800	49034007	208	1219	2011	1728.54	1809
RB1_ex_21	chr13	49037835	49037984	150	807	1199	1075.44	1121.5
RB1_ex_22	chr13	49039110	49039277	168	521	1623	1195.18	1303
RB1_ex_23	chr13	49039315	49039518	204	1421	2258	1955.15	1995.5
RB1_ex_24	chr13	49047430	49047576	147	1005	1534	1332.89	1373
RB1_ex_25	chr13	49050815	49050983	169	1571	2454	2152.05	2201
RB1_ex_26	chr13	49051440	49051572	133	719	1163	1025.81	1061
RB1_ex_27	chr13	49054085	49054245	161	870	1538	1274.14	1301
KLHL1_ex	chr13	70681316	70681856	541	1139	2547	2100.22	2162
SLITRK1_ex	chr13	84453597	84455634	2038	1291	2759	2422.57	2472
LRFN5_ex	chr14	42355817	42357220	1404	1288	3258	2685.59	2710.5
C14orf177_ex	chr14	99183471	99183646	176	1235	1991	1717.73	1788
AKT1_ex	chr14	105246390	105246570	181	1698	2844	2486.76	2594
MKRN3_ex	chr15	23810934	23812061	1128	1079	2875	2232.1	2334
MKRN3_ex_2	chr15	23812104	23812496	393	1356	2592	2192.19	2296
MAP2K1_ex	chr15	66727329	66727602	274	759	1298	1057.36	1046.5
MAP2K1_ex_2	chr15	66729049	66729123	75	950	1389	1187.45	1208
MAP2K1_ex_3	chr15	66729139	66729253	115	987	1435	1283.91	1348
MAP2K1_ex_4	chr15	66735574	66735650	77	770	1201	1009.36	1012
MAP2K1_ex_5	chr15	66735664	66735738	75	1015	1314	1207.72	1248
MAP2K1_ex_6	chr15	66737009	66737088	80	600	792	719.663	722.5
MAP2K1_ex_7	chr15	66774059	66774241	183	963	1608	1368.08	1419
MAP2K1_ex_8	chr15	66777294	66777550	257	1291	2563	2136.32	2263
MAP2K1_ex_9	chr15	66779539	66779676	138	761	1305	1144.96	1177.5
MAP2K1_ex_10	chr15	66781504	66781654	151	782	1183	1042.77	1075
MAP2K1_ex_11	chr15	66781994	66782146	153	1014	1558	1360.14	1389
MAP2K1_ex_12	chr15	66782804	66782984	181	1049	1750	1485.59	1547
TP53_ex	chr17	7572889	7573037	149	1383	2189	1878.21	1914
TP53_ex_2	chr17	7573894	7574051	158	783	1204	1032.6	1050
TP53_ex_3	chr17	7576809	7576957	149	2112	2585	2424.89	2475
TP53_ex_4	chr17	7576984	7577173	190	1109	2147	1826.41	1984
TP53_ex_5	chr17	7577469	7577648	180	925	1969	1629.87	1711
TP53_ex_6	chr17	7578154	7578326	173	1181	1929	1682	1760
TP53_ex_7	chr17	7578339	7578589	251	1471	2098	1860.54	1851
TP53_ex_8	chr17	7579289	7579605	317	1346	2403	2024.99	2040
TP53_ex_9	chr17	7579639	7579772	134	375	1822	1526.54	1700
TP53_ex_10	chr17	7579804	7579954	151	1262	1990	1730.79	1781
POLDIP2_ex	chr17	26684291	26684509	219	116	412	304.032	324
ERBB2_ex	chr17	37879768	37879938	171	1245	2439	1991.89	2069
ERBB2_ex_2	chr17	37880143	37880277	135	1650	2208	1985.9	2029
ERBB2_ex_3	chr17	37880943	37881204	262	1338	2138	1851.72	1877.5
ERBB2_ex_4	chr17	37881268	37881488	221	1747	2299	2057.68	2093
ERBB2_ex_5	chr17	37881538	37881678	141	819	1635	1422.29	1476
ERBB2_ex_6	chr17	37881938	37882156	219	1232	2390	1972.17	2032
ERBB2_ex_7	chr17	37882788	37882929	142	1292	2038	1766.01	1801.5
CA10_ex	chr17	50008315	50008526	212	1657	2973	2449.55	2499.5
ZNF521_ex	chr18	22804281	22807572	3292	1383	2858	2475.69	2502
RIT2_ex	chr18	40503560	40503699	140	1029	1639	1418.16	1435
SYT4_ex	chr18	40850388	40850535	148	1021	1566	1381.24	1401.5
SETBP1_ex	chr18	42529861	42533288	3428	1254	2986	2529.45	2575
SLC14A2_ex	chr18	43204627	43204777	151	913	1388	1179.78	1212
SLC14A2_ex_2	chr18	43249282	43249460	179	1022	1498	1303.97	1339
SMAD4_ex	chr18	48604649	48604802	154	1582	2176	1933.9	2003.5
DCC_ex	chr18	50683732	50683864	133	1330	2008	1766.18	1792
WDR7_ex	chr18	54398650	54398796	147	1049	1476	1322.01	1363
BCL2_ex	chr18	60985524	60985667	144	525	1190	933.146	961.5
SERPINB3_ex	chr18	61328289	61328432	144	1469	2233	1950.29	1982
CDH7_ex	chr18	63477009	63477155	147	903	1359	1189	1210
CD226_ex	chr18	67563037	67563171	135	1584	2207	1963.73	2017
NETO1_ex	chr18	70526104	70526248	145	940	1579	1379.74	1420
ZNF236_ex	chr18	74620319	74620472	154	408	654	557.721	572.5
STK11_ex	chr19	1206890	1207229	340	1180	3053	2296.4	2370.5
STK11_ex_2	chr19	1218385	1218525	141	1206	1928	1693.4	1741
STK11_ex_3	chr19	1219295	1219431	137	1512	2246	1936.66	1961
STK11_ex_4	chr19	1220350	1220519	170	1401	2189	1908.89	1944.5
STK11_ex_5	chr19	1220550	1220724	175	1261	1702	1568.38	1590
STK11_ex_6	chr19	1221180	1221361	182	1556	2300	2004.2	2068.5
STK11_ex_7	chr19	1221905	1222046	142	443	775	658.275	668
STK11_ex_8	chr19	1222960	1223204	245	1293	2523	2044.64	2131
STK11_ex_9	chr19	1226420	1226679	260	240	1071	778.869	831
MAP2K2_ex	chr19	4099176	4099272	97	696	1023	907.567	915
MAP2K2_ex_2	chr19	4099376	4099456	81	576	754	682.235	695
MAP2K2_ex_3	chr19	4110481	4110621	141	998	1695	1447.29	1493
MAP2K2_ex_4	chr19	4117451	4117524	74	1065	1332	1246.91	1278
MAP2K2_ex_5	chr19	4117591	4117663	73	778	1097	949.425	967
KEAP1_ex	chr19	10597293	10597511	219	1041	1762	1504.02	1561
KEAP1_ex_2	chr19	10599833	10600090	258	1007	1912	1572.85	1648
KEAP1_ex_3	chr19	10600303	10600514	212	1174	2318	1910.39	1985.5
KEAP1_ex_4	chr19	10602263	10602970	708	1488	2533	2157.04	2159
KEAP1_ex_5	chr19	10610073	10610710	638	773	2689	2006.66	2256.5
IGFL3_ex	chr19	46627115	46627261	147	1427	2079	1794.46	1823
PDYN_ex	chr20	1960990	1961521	532	1348	2560	2157.08	2252
PAK7_ex	chr20	9546528	9546985	458	1670	3242	2758.3	2840
U2AF1_ex	chr21	44524394	44524462	69	919	1330	1142.13	1153
U2AF1_ex_2	chr21	44524464	44524541	78	949	1333	1188.42	1229.5
DMD_ex	chrX	32429836	32430057	222	675	1227	1014.07	1037
FGD1_ex	chrX	54497725	54497925	201	1187	2094	1733.4	1801
TRPC5_ex	chrX	111195250	111195640	391	495	1546	1261.14	1395
AMOT_ex	chrX	112024145	112024364	220	763	1309	1086.25	1114
DCAF12L2_ex	chrX	125298579	125298835	257	1060	1537	1406.39	1425
DCAF12L2_ex_2	chrX	125298859	125299288	430	1069	1909	1617.71	1680
DCAF12L2_ex_3	chrX	125299329	125299403	75	1125	1254	1209.23	1208
DCAF12L2_ex_4	chrX	125299449	125299801	353	469	1501	1134.16	1276
DCAF12L1_ex	chrX	125685269	125685520	252	982	1650	1466.92	1548.5
DCAF12L1_ex_2	chrX	125685544	125685751	208	1503	1803	1687.55	1690.5
DCAF12L1_ex_3	chrX	125685759	125685831	73	1410	1620	1516.89	1507
DCAF12L1_ex_4	chrX	125685854	125685972	119	1103	1487	1325.86	1324
DCAF12L1_ex_5	chrX	125686009	125686084	76	1127	1283	1204.63	1202.5
DCAF12L1_ex_6	chrX	125686129	125686562	434	259	1613	1125.31	1312.5
RPS4Y1_ex	chrY	2712193	2712272	80	0	0	0	0
RPS4Y1_ex_2	chrY	2722643	2722721	79	0	0	0	0
RPS4Y1_ex_3	chrY	2733178	2733258	81	0	0	0	0
ZFY_ex	chrY	2843138	2843272	135	0	1	0.666667	1
ZFY_ex_2	chrY	2844743	2844868	126	0	2	0.579365	0
