Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
TP53_ex_10	chr17	7579804	7579954	151	1129	1655	1457.11
POLDIP2_ex	chr17	26684291	26684509	219	0	0	0
ERBB2_ex	chr17	37879768	37879938	171	1262	2135	1815.26
ERBB2_ex_2	chr17	37880143	37880277	135	1360	1916	1725.9
ERBB2_ex_3	chr17	37880943	37881204	262	1263	1975	1725.57
ERBB2_ex_4	chr17	37881268	37881488	221	1576	2124	1898.16
ERBB2_ex_5	chr17	37881538	37881678	141	719	1557	1322.82
ERBB2_ex_6	chr17	37881938	37882156	219	1101	2066	1712.26
ERBB2_ex_7	chr17	37882788	37882929	142	1240	1844	1605.37
CA10_ex	chr17	50008315	50008526	212	1096	2001	1657.66
ZNF521_ex	chr18	22804281	22807572	3292	1229	2501	2145.53
RIT2_ex	chr18	40503560	40503699	140	799	1752	1391.06
SYT4_ex	chr18	40850388	40850535	148	1018	1578	1368.09
SETBP1_ex	chr18	42529861	42533288	3428	865	2552	1965.42
SLC14A2_ex	chr18	43204627	43204777	151	710	1079	923.252
SLC14A2_ex_2	chr18	43249282	43249460	179	952	1426	1224.42
SMAD4_ex	chr18	48604649	48604802	154	1206	1644	1478.65
DCC_ex	chr18	50683732	50683864	133	1190	1793	1587.52
WDR7_ex	chr18	54398650	54398796	147	953	1342	1173.84
BCL2_ex	chr18	60985524	60985667	144	590	1250	1005.04
SERPINB3_ex	chr18	61328289	61328432	144	1171	1705	1513.42
CDH7_ex	chr18	63477009	63477155	147	922	1310	1163.44
CD226_ex	chr18	67563037	67563171	135	1399	1910	1693.67
NETO1_ex	chr18	70526104	70526248	145	812	1286	1122.33
ZNF236_ex	chr18	74620319	74620472	154	395	588	505.753
STK11_ex	chr19	1206890	1207229	340	1174	3148	2429.69
STK11_ex_2	chr19	1218385	1218525	141	1208	1769	1576.14
STK11_ex_3	chr19	1219295	1219431	137	1517	2333	2018.04
STK11_ex_4	chr19	1220350	1220519	170	1225	1983	1730.55
STK11_ex_5	chr19	1220550	1220724	175	1242	1608	1480.8
STK11_ex_6	chr19	1221180	1221361	182	1563	2295	1967.91
STK11_ex_7	chr19	1221905	1222046	142	530	868	736.042
STK11_ex_8	chr19	1222960	1223204	245	1161	2353	1926.11
STK11_ex_9	chr19	1226420	1226679	260	269	1194	862.65
MAP2K2_ex	chr19	4099176	4099272	97	705	987	888.443
MAP2K2_ex_2	chr19	4099376	4099456	81	528	722	639.938
MAP2K2_ex_3	chr19	4110481	4110621	141	1077	1643	1440.09
MAP2K2_ex_4	chr19	4117451	4117524	74	1158	1483	1362.36
MAP2K2_ex_5	chr19	4117591	4117663	73	848	1195	1040.9
KEAP1_ex	chr19	10597293	10597511	219	925	1532	1308.21
KEAP1_ex_2	chr19	10599833	10600090	258	751	1702	1397.53
KEAP1_ex_3	chr19	10600303	10600514	212	1095	1971	1649.67
KEAP1_ex_4	chr19	10602263	10602970	708	730	2372	1899.81
KEAP1_ex_5	chr19	10610073	10610710	638	739	2590	1981.36
IGFL3_ex	chr19	46627115	46627261	147	1143	1612	1424.06
PDYN_ex	chr20	1960990	1961521	532	906	1757	1530.14
PAK7_ex	chr20	9546528	9546985	458	1149	2491	2058.83
U2AF1_ex	chr21	44524394	44524462	69	845	1294	1085.59
U2AF1_ex_2	chr21	44524464	44524541	78	1057	1319	1218.53
DMD_ex	chrX	32429836	32430057	222	629	1164	943.333
FGD1_ex	chrX	54497725	54497925	201	597	1148	977.498
TRPC5_ex	chrX	111195250	111195640	391	387	1003	817.018
AMOT_ex	chrX	112024145	112024364	220	492	893	730
DCAF12L2_ex	chrX	125298579	125298835	257	728	1187	999.027
DCAF12L2_ex_2	chrX	125298859	125299288	430	783	1521	1181.87
DCAF12L2_ex_3	chrX	125299329	125299403	75	822	932	878.88
DCAF12L2_ex_4	chrX	125299449	125299801	353	318	1086	802.935
DCAF12L1_ex	chrX	125685269	125685520	252	704	1188	1021.75
DCAF12L1_ex_2	chrX	125685544	125685751	208	974	1261	1160.32
DCAF12L1_ex_3	chrX	125685759	125685831	73	1057	1225	1144.12
DCAF12L1_ex_4	chrX	125685854	125685972	119	944	1166	1051.55
DCAF12L1_ex_5	chrX	125686009	125686084	76	847	1006	929.171
DCAF12L1_ex_6	chrX	125686129	125686562	434	197	1234	858.535
RPS4Y1_ex	chrY	2712193	2712272	80	545	675	620.925
RPS4Y1_ex_2	chrY	2722643	2722721	79	450	535	501.646
RPS4Y1_ex_3	chrY	2733178	2733258	81	236	293	275.79
ZFY_ex	chrY	2843138	2843272	135	542	742	665.659
ZFY_ex_2	chrY	2844743	2844868	126	219	306	273.548
