Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
CA10_ex	chr17	50008315	50008526	212	714	1308	1094.41
ZNF521_ex	chr18	22804281	22807572	3292	863	1535	1335.81
RIT2_ex	chr18	40503560	40503699	140	704	1248	1060.48
SYT4_ex	chr18	40850388	40850535	148	764	1168	1037.52
SETBP1_ex	chr18	42529861	42533288	3428	669	1424	1223.01
SLC14A2_ex	chr18	43204627	43204777	151	644	994	847.848
SLC14A2_ex_2	chr18	43249282	43249460	179	818	1193	1034.03
SMAD4_ex	chr18	48604649	48604802	154	865	1205	1095.45
DCC_ex	chr18	50683732	50683864	133	859	1304	1148.27
WDR7_ex	chr18	54398650	54398796	147	729	1062	921.905
BCL2_ex	chr18	60985524	60985667	144	498	1135	906.049
SERPINB3_ex	chr18	61328289	61328432	144	803	1208	1069.51
CDH7_ex	chr18	63477009	63477155	147	770	1131	990.585
CD226_ex	chr18	67563037	67563171	135	932	1298	1156.05
NETO1_ex	chr18	70526104	70526248	145	635	1008	872.317
ZNF236_ex	chr18	74620319	74620472	154	371	587	492.182
STK11_ex	chr19	1206890	1207229	340	938	1940	1628.87
STK11_ex_2	chr19	1218385	1218525	141	876	1362	1197.28
STK11_ex_3	chr19	1219295	1219431	137	1072	1610	1399.46
STK11_ex_4	chr19	1220350	1220519	170	950	1519	1333.35
STK11_ex_5	chr19	1220550	1220724	175	1013	1269	1143.42
STK11_ex_6	chr19	1221180	1221361	182	1104	1611	1415.03
STK11_ex_7	chr19	1221905	1222046	142	500	886	739.387
STK11_ex_8	chr19	1222960	1223204	245	904	1613	1380.89
STK11_ex_9	chr19	1226420	1226679	260	221	1074	759.296
MAP2K2_ex	chr19	4099176	4099272	97	603	902	792.351
MAP2K2_ex_2	chr19	4099376	4099456	81	470	638	578.198
MAP2K2_ex_3	chr19	4110481	4110621	141	883	1329	1170.72
MAP2K2_ex_4	chr19	4117451	4117524	74	1017	1216	1145.04
MAP2K2_ex_5	chr19	4117591	4117663	73	730	1004	893.11
KEAP1_ex	chr19	10597293	10597511	219	728	1229	1058.46
KEAP1_ex_2	chr19	10599833	10600090	258	767	1403	1173.99
KEAP1_ex_3	chr19	10600303	10600514	212	817	1392	1192.37
KEAP1_ex_4	chr19	10602263	10602970	708	567	1581	1348.48
KEAP1_ex_5	chr19	10610073	10610710	638	592	1666	1354.3
IGFL3_ex	chr19	46627115	46627261	147	852	1247	1103.5
PDYN_ex	chr20	1960990	1961521	532	709	1187	1079.83
PAK7_ex	chr20	9546528	9546985	458	705	1464	1263.46
U2AF1_ex	chr21	44524394	44524462	69	683	1029	868.232
U2AF1_ex_2	chr21	44524464	44524541	78	795	1032	947.718
DMD_ex	chrX	32429836	32430057	222	408	759	625.631
FGD1_ex	chrX	54497725	54497925	201	400	716	611.731
TRPC5_ex	chrX	111195250	111195640	391	311	749	613.432
AMOT_ex	chrX	112024145	112024364	220	353	637	525.691
DCAF12L2_ex	chrX	125298579	125298835	257	584	771	713.163
DCAF12L2_ex_2	chrX	125298859	125299288	430	574	947	799.458
DCAF12L2_ex_3	chrX	125299329	125299403	75	616	676	647.76
DCAF12L2_ex_4	chrX	125299449	125299801	353	279	808	635.946
DCAF12L1_ex	chrX	125685269	125685520	252	514	762	692.524
DCAF12L1_ex_2	chrX	125685544	125685751	208	728	814	778.606
DCAF12L1_ex_3	chrX	125685759	125685831	73	716	798	753.041
DCAF12L1_ex_4	chrX	125685854	125685972	119	650	770	708.571
DCAF12L1_ex_5	chrX	125686009	125686084	76	609	686	650.395
DCAF12L1_ex_6	chrX	125686129	125686562	434	156	823	596.297
RPS4Y1_ex	chrY	2712193	2712272	80	438	539	490.05
RPS4Y1_ex_2	chrY	2722643	2722721	79	351	429	397.228
RPS4Y1_ex_3	chrY	2733178	2733258	81	218	276	260.704
ZFY_ex	chrY	2843138	2843272	135	403	606	536.644
ZFY_ex_2	chrY	2844743	2844868	126	226	324	286.175
