Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
TP53_ex_8	chr17	7579289	7579605	317	763	2530	1961.11
TP53_ex_9	chr17	7579639	7579772	134	169	1522	692.493
TP53_ex_10	chr17	7579804	7579954	151	1235	2053	1734.07
POLDIP2_ex	chr17	26684291	26684509	219	0	0	0
ERBB2_ex	chr17	37879768	37879938	171	1318	2464	2024.91
ERBB2_ex_2	chr17	37880143	37880277	135	1665	2188	1979.76
ERBB2_ex_3	chr17	37880943	37881204	262	1381	2198	1908.6
ERBB2_ex_4	chr17	37881268	37881488	221	1802	2336	2095.37
ERBB2_ex_5	chr17	37881538	37881678	141	753	1758	1434.73
ERBB2_ex_6	chr17	37881938	37882156	219	1267	2416	2011.74
ERBB2_ex_7	chr17	37882788	37882929	142	1342	2022	1764.35
CA10_ex	chr17	50008315	50008526	212	1756	3133	2579.52
ZNF521_ex	chr18	22804281	22807572	3292	1512	3171	2736.88
RIT2_ex	chr18	40503560	40503699	140	565	1546	1173.09
SYT4_ex	chr18	40850388	40850535	148	1014	1504	1340.79
SETBP1_ex	chr18	42529861	42533288	3428	1250	3363	2743.84
SLC14A2_ex	chr18	43204627	43204777	151	866	1271	1085.39
SLC14A2_ex_2	chr18	43249282	43249460	179	995	1403	1224.26
SMAD4_ex	chr18	48604649	48604802	154	1622	2192	1960.01
DCC_ex	chr18	50683732	50683864	133	1378	2048	1821.77
WDR7_ex	chr18	54398650	54398796	147	1041	1379	1249.18
BCL2_ex	chr18	60985524	60985667	144	521	1091	860.896
SERPINB3_ex	chr18	61328289	61328432	144	1511	2291	2003.77
CDH7_ex	chr18	63477009	63477155	147	908	1275	1122.74
CD226_ex	chr18	67563037	67563171	135	1619	2300	2044.46
NETO1_ex	chr18	70526104	70526248	145	916	1556	1355.57
ZNF236_ex	chr18	74620319	74620472	154	397	586	513.929
STK11_ex	chr19	1206890	1207229	340	1131	3221	2408.71
STK11_ex_2	chr19	1218385	1218525	141	1196	1839	1624.1
STK11_ex_3	chr19	1219295	1219431	137	1265	2091	1811.51
STK11_ex_4	chr19	1220350	1220519	170	1400	2225	1924.25
STK11_ex_5	chr19	1220550	1220724	175	1219	1792	1559.05
STK11_ex_6	chr19	1221180	1221361	182	1602	2358	2043.09
STK11_ex_7	chr19	1221905	1222046	142	422	706	595.683
STK11_ex_8	chr19	1222960	1223204	245	1348	2612	2094.18
STK11_ex_9	chr19	1226420	1226679	260	249	1013	746.715
MAP2K2_ex	chr19	4099176	4099272	97	632	923	816.536
MAP2K2_ex_2	chr19	4099376	4099456	81	520	699	615.593
MAP2K2_ex_3	chr19	4110481	4110621	141	990	1566	1357.79
MAP2K2_ex_4	chr19	4117451	4117524	74	996	1274	1174.53
MAP2K2_ex_5	chr19	4117591	4117663	73	771	1090	931.973
KEAP1_ex	chr19	10597293	10597511	219	1023	1727	1464.7
KEAP1_ex_2	chr19	10599833	10600090	258	793	1923	1499.41
KEAP1_ex_3	chr19	10600303	10600514	212	1222	2434	1973.39
KEAP1_ex_4	chr19	10602263	10602970	708	1524	2596	2276.38
KEAP1_ex_5	chr19	10610073	10610710	638	824	2870	2142.21
IGFL3_ex	chr19	46627115	46627261	147	1471	2091	1818.13
PDYN_ex	chr20	1960990	1961521	532	1305	2741	2236.28
PAK7_ex	chr20	9546528	9546985	458	1847	3659	3075.13
U2AF1_ex	chr21	44524394	44524462	69	903	1272	1100.3
U2AF1_ex_2	chr21	44524464	44524541	78	918	1270	1136.76
DMD_ex	chrX	32429836	32430057	222	737	1311	1088.26
FGD1_ex	chrX	54497725	54497925	201	1263	2130	1786.02
TRPC5_ex	chrX	111195250	111195640	391	478	1638	1301.66
AMOT_ex	chrX	112024145	112024364	220	749	1297	1076.75
DCAF12L2_ex	chrX	125298579	125298835	257	1155	1687	1509.92
DCAF12L2_ex_2	chrX	125298859	125299288	430	1121	2059	1742.19
DCAF12L2_ex_3	chrX	125299329	125299403	75	1179	1299	1245.04
DCAF12L2_ex_4	chrX	125299449	125299801	353	451	1558	1168.75
DCAF12L1_ex	chrX	125685269	125685520	252	987	1743	1528.88
DCAF12L1_ex_2	chrX	125685544	125685751	208	1615	1998	1834.77
DCAF12L1_ex_3	chrX	125685759	125685831	73	1513	1769	1645.97
DCAF12L1_ex_4	chrX	125685854	125685972	119	1123	1564	1365.86
DCAF12L1_ex_5	chrX	125686009	125686084	76	1130	1324	1229.71
DCAF12L1_ex_6	chrX	125686129	125686562	434	260	1688	1153.8
RPS4Y1_ex	chrY	2712193	2712272	80	0	0	0
RPS4Y1_ex_2	chrY	2722643	2722721	79	0	0	0
RPS4Y1_ex_3	chrY	2733178	2733258	81	0	0	0
ZFY_ex	chrY	2843138	2843272	135	0	1	0.989011
ZFY_ex_2	chrY	2844743	2844868	126	0	1	0.425532
