Description	Chr	Start	End	Length	Min Depth	Max Depth	Average Depth
TP53_ex_6	chr17	7578154	7578326	173	1141	1885	1648
TP53_ex_7	chr17	7578339	7578589	251	1411	1918	1760.76
TP53_ex_8	chr17	7579289	7579605	317	705	2339	1815.49
TP53_ex_9	chr17	7579639	7579772	134	125	1265	579.701
TP53_ex_10	chr17	7579804	7579954	151	1176	1765	1554.02
POLDIP2_ex	chr17	26684291	26684509	219	0	0	0
ERBB2_ex	chr17	37879768	37879938	171	1295	2537	2061.96
ERBB2_ex_2	chr17	37880143	37880277	135	1756	2319	2113.9
ERBB2_ex_3	chr17	37880943	37881204	262	1474	2180	1928.32
ERBB2_ex_4	chr17	37881268	37881488	221	1828	2239	2055.53
ERBB2_ex_5	chr17	37881538	37881678	141	764	1821	1449.82
ERBB2_ex_6	chr17	37881938	37882156	219	1296	2333	1981.24
ERBB2_ex_7	chr17	37882788	37882929	142	1344	1972	1746.22
CA10_ex	chr17	50008315	50008526	212	1533	2604	2186.4
ZNF521_ex	chr18	22804281	22807572	3292	1506	3174	2802.18
RIT2_ex	chr18	40503560	40503699	140	899	1857	1504.42
SYT4_ex	chr18	40850388	40850535	148	1121	1683	1481.11
SETBP1_ex	chr18	42529861	42533288	3428	1196	3134	2583.9
SLC14A2_ex	chr18	43204627	43204777	151	835	1224	1069.83
SLC14A2_ex_2	chr18	43249282	43249460	179	941	1414	1233.15
SMAD4_ex	chr18	48604649	48604802	154	1535	2162	1905.69
DCC_ex	chr18	50683732	50683864	133	1319	1951	1725.98
WDR7_ex	chr18	54398650	54398796	147	1044	1456	1319.52
BCL2_ex	chr18	60985524	60985667	144	604	1238	976.875
SERPINB3_ex	chr18	61328289	61328432	144	1439	2284	1954.03
CDH7_ex	chr18	63477009	63477155	147	961	1321	1181.14
CD226_ex	chr18	67563037	67563171	135	1587	2262	1996.88
NETO1_ex	chr18	70526104	70526248	145	942	1492	1301.5
ZNF236_ex	chr18	74620319	74620472	154	405	578	504.805
STK11_ex	chr19	1206890	1207229	340	1181	3205	2437.77
STK11_ex_2	chr19	1218385	1218525	141	1277	1830	1626.15
STK11_ex_3	chr19	1219295	1219431	137	965	1917	1615.98
STK11_ex_4	chr19	1220350	1220519	170	1376	2040	1820.22
STK11_ex_5	chr19	1220550	1220724	175	1236	1636	1501.22
STK11_ex_6	chr19	1221180	1221361	182	1590	2395	2062.86
STK11_ex_7	chr19	1221905	1222046	142	502	830	696.225
STK11_ex_8	chr19	1222960	1223204	245	1398	2391	2021.82
STK11_ex_9	chr19	1226420	1226679	260	230	1111	796.092
MAP2K2_ex	chr19	4099176	4099272	97	672	945	832.082
MAP2K2_ex_2	chr19	4099376	4099456	81	510	745	622.728
MAP2K2_ex_3	chr19	4110481	4110621	141	1042	1639	1418.69
MAP2K2_ex_4	chr19	4117451	4117524	74	1030	1299	1202.24
MAP2K2_ex_5	chr19	4117591	4117663	73	751	1055	917.301
KEAP1_ex	chr19	10597293	10597511	219	1023	1636	1428.09
KEAP1_ex_2	chr19	10599833	10600090	258	724	1862	1474
KEAP1_ex_3	chr19	10600303	10600514	212	1201	2329	1927.07
KEAP1_ex_4	chr19	10602263	10602970	708	1382	2340	1966.27
KEAP1_ex_5	chr19	10610073	10610710	638	775	2744	2048.76
IGFL3_ex	chr19	46627115	46627261	147	1697	2409	2103.44
PDYN_ex	chr20	1960990	1961521	532	1201	2569	2114.92
PAK7_ex	chr20	9546528	9546985	458	1670	3277	2794.74
U2AF1_ex	chr21	44524394	44524462	69	1039	1406	1241.68
U2AF1_ex_2	chr21	44524464	44524541	78	1051	1401	1255.12
DMD_ex	chrX	32429836	32430057	222	689	1195	1007.37
FGD1_ex	chrX	54497725	54497925	201	781	1363	1166.53
TRPC5_ex	chrX	111195250	111195640	391	407	1193	947.189
AMOT_ex	chrX	112024145	112024364	220	599	1025	848.268
DCAF12L2_ex	chrX	125298579	125298835	257	817	1197	1105.29
DCAF12L2_ex_2	chrX	125298859	125299288	430	790	1305	1141.74
DCAF12L2_ex_3	chrX	125299329	125299403	75	752	825	786.24
DCAF12L2_ex_4	chrX	125299449	125299801	353	368	1123	850.286
DCAF12L1_ex	chrX	125685269	125685520	252	739	1268	1123.9
DCAF12L1_ex_2	chrX	125685544	125685751	208	1090	1431	1282.28
DCAF12L1_ex_3	chrX	125685759	125685831	73	993	1174	1073.62
DCAF12L1_ex_4	chrX	125685854	125685972	119	778	1032	917.815
DCAF12L1_ex_5	chrX	125686009	125686084	76	795	916	854.25
DCAF12L1_ex_6	chrX	125686129	125686562	434	177	1207	806.62
RPS4Y1_ex	chrY	2712193	2712272	80	554	666	612.612
RPS4Y1_ex_2	chrY	2722643	2722721	79	504	602	563
RPS4Y1_ex_3	chrY	2733178	2733258	81	183	229	213.296
ZFY_ex	chrY	2843138	2843272	135	601	843	742.452
ZFY_ex_2	chrY	2844743	2844868	126	166	261	229.873
