#STAMP depth report v1.2
#date=Sat Feb  6 11:27:45 PST 2016
#bam=TruQ3_146.barcode-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130725
#min=0
#max=4142
#avg=2049.27
#med=2071
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
RB1_ex_11	chr13	48942630	48942761	132	1514	1977	1782.77	1814
RB1_ex_12	chr13	48947500	48947645	146	791	1165	1031.86	1047
RB1_ex_13	chr13	48951030	48951209	180	1373	2278	1953.78	2014.5
RB1_ex_14	chr13	48953715	48953810	96	695	1083	931.76	961.5
RB1_ex_15	chr13	48954170	48954235	66	30	76	45.8485	42.5
RB1_ex_16	chr13	48954295	48954404	110	213	901	634.573	664
RB1_ex_17	chr13	48955375	48955626	252	622	2191	1553.02	1611.5
LPAR6_ex	chr13	48985970	48986111	142	1384	2056	1814.09	1861.5
RB1_ex_18	chr13	49027105	49027282	178	900	1425	1240.4	1280
RB1_ex_19	chr13	49030315	49030517	203	1041	1765	1491.78	1543
RB1_ex_20	chr13	49033800	49034007	208	254	1882	1294.14	1420.5
RB1_ex_21	chr13	49037835	49037984	150	810	1160	1043.92	1080.5
RB1_ex_22	chr13	49039110	49039277	168	77	1703	974.833	1023
RB1_ex_23	chr13	49039315	49039518	204	1565	2396	2089.86	2127
RB1_ex_24	chr13	49047430	49047576	147	1040	1497	1325.66	1374
RB1_ex_25	chr13	49050815	49050983	169	1757	2645	2342.86	2387
RB1_ex_26	chr13	49051440	49051572	133	563	862	750.323	780
RB1_ex_27	chr13	49054085	49054245	161	906	1493	1249.67	1274
KLHL1_ex	chr13	70681316	70681856	541	1220	2717	2227.13	2325
SLITRK1_ex	chr13	84453597	84455634	2038	1399	3166	2685.51	2738
LRFN5_ex	chr14	42355817	42357220	1404	1436	3654	3002.4	3033
C14orf177_ex	chr14	99183471	99183646	176	1245	1955	1701.47	1759.5
AKT1_ex	chr14	105246390	105246570	181	1748	2861	2529.52	2626
MKRN3_ex	chr15	23810934	23812061	1128	1103	3229	2359.43	2313.5
MKRN3_ex_2	chr15	23812104	23812496	393	1467	2886	2394.06	2500
MAP2K1_ex	chr15	66727329	66727602	274	711	1242	1010.22	1017.5
MAP2K1_ex_2	chr15	66729049	66729123	75	950	1394	1181.32	1194
MAP2K1_ex_3	chr15	66729139	66729253	115	1025	1464	1315.97	1372
MAP2K1_ex_4	chr15	66735574	66735650	77	776	1163	984.13	1000
MAP2K1_ex_5	chr15	66735664	66735738	75	1018	1280	1190.71	1218
MAP2K1_ex_6	chr15	66737009	66737088	80	549	724	657.4	659.5
MAP2K1_ex_7	chr15	66774059	66774241	183	925	1497	1301.11	1346
MAP2K1_ex_8	chr15	66777294	66777550	257	1406	2775	2298.09	2416
MAP2K1_ex_9	chr15	66779539	66779676	138	746	1202	1055.63	1088.5
MAP2K1_ex_10	chr15	66781504	66781654	151	729	1129	986.907	1010
MAP2K1_ex_11	chr15	66781994	66782146	153	1044	1468	1307.41	1334
MAP2K1_ex_12	chr15	66782804	66782984	181	1055	1715	1467.62	1522
TP53_ex	chr17	7572889	7573037	149	1385	2161	1850.42	1871
TP53_ex_2	chr17	7573894	7574051	158	766	1127	972.506	986
TP53_ex_3	chr17	7576809	7576957	149	2441	2821	2653.37	2672
TP53_ex_4	chr17	7576984	7577173	190	1156	2371	1910.41	2038
TP53_ex_5	chr17	7577469	7577648	180	618	2073	1547.12	1716
TP53_ex_6	chr17	7578154	7578326	173	1119	2012	1659.31	1721
TP53_ex_7	chr17	7578339	7578589	251	1598	2243	2002.53	1994
TP53_ex_8	chr17	7579289	7579605	317	763	2530	1961.11	2093
TP53_ex_9	chr17	7579639	7579772	134	169	1522	692.493	616.5
TP53_ex_10	chr17	7579804	7579954	151	1235	2053	1734.07	1749
POLDIP2_ex	chr17	26684291	26684509	219	0	0	0	0
ERBB2_ex	chr17	37879768	37879938	171	1318	2464	2024.91	2095
ERBB2_ex_2	chr17	37880143	37880277	135	1665	2188	1979.76	2009
ERBB2_ex_3	chr17	37880943	37881204	262	1381	2198	1908.6	1925
ERBB2_ex_4	chr17	37881268	37881488	221	1802	2336	2095.37	2122
ERBB2_ex_5	chr17	37881538	37881678	141	753	1758	1434.73	1484
ERBB2_ex_6	chr17	37881938	37882156	219	1267	2416	2011.74	2090
ERBB2_ex_7	chr17	37882788	37882929	142	1342	2022	1764.35	1810.5
CA10_ex	chr17	50008315	50008526	212	1756	3133	2579.52	2627.5
ZNF521_ex	chr18	22804281	22807572	3292	1512	3171	2736.88	2767
RIT2_ex	chr18	40503560	40503699	140	565	1546	1173.09	1275.5
SYT4_ex	chr18	40850388	40850535	148	1014	1504	1340.79	1363.5
SETBP1_ex	chr18	42529861	42533288	3428	1250	3363	2743.84	2862
SLC14A2_ex	chr18	43204627	43204777	151	866	1271	1085.39	1109
SLC14A2_ex_2	chr18	43249282	43249460	179	995	1403	1224.26	1249
SMAD4_ex	chr18	48604649	48604802	154	1622	2192	1960.01	2024
DCC_ex	chr18	50683732	50683864	133	1378	2048	1821.77	1849
WDR7_ex	chr18	54398650	54398796	147	1041	1379	1249.18	1272
BCL2_ex	chr18	60985524	60985667	144	521	1091	860.896	878
SERPINB3_ex	chr18	61328289	61328432	144	1511	2291	2003.77	2057
CDH7_ex	chr18	63477009	63477155	147	908	1275	1122.74	1135
CD226_ex	chr18	67563037	67563171	135	1619	2300	2044.46	2085
NETO1_ex	chr18	70526104	70526248	145	916	1556	1355.57	1408
ZNF236_ex	chr18	74620319	74620472	154	397	586	513.929	518.5
STK11_ex	chr19	1206890	1207229	340	1131	3221	2408.71	2487
STK11_ex_2	chr19	1218385	1218525	141	1196	1839	1624.1	1670
STK11_ex_3	chr19	1219295	1219431	137	1265	2091	1811.51	1871
STK11_ex_4	chr19	1220350	1220519	170	1400	2225	1924.25	1961
STK11_ex_5	chr19	1220550	1220724	175	1219	1792	1559.05	1572
STK11_ex_6	chr19	1221180	1221361	182	1602	2358	2043.09	2104
STK11_ex_7	chr19	1221905	1222046	142	422	706	595.683	601
STK11_ex_8	chr19	1222960	1223204	245	1348	2612	2094.18	2177
STK11_ex_9	chr19	1226420	1226679	260	249	1013	746.715	787.5
MAP2K2_ex	chr19	4099176	4099272	97	632	923	816.536	825
MAP2K2_ex_2	chr19	4099376	4099456	81	520	699	615.593	623
MAP2K2_ex_3	chr19	4110481	4110621	141	990	1566	1357.79	1392
MAP2K2_ex_4	chr19	4117451	4117524	74	996	1274	1174.53	1200
MAP2K2_ex_5	chr19	4117591	4117663	73	771	1090	931.973	939
KEAP1_ex	chr19	10597293	10597511	219	1023	1727	1464.7	1523
KEAP1_ex_2	chr19	10599833	10600090	258	793	1923	1499.41	1592.5
KEAP1_ex_3	chr19	10600303	10600514	212	1222	2434	1973.39	2037.5
KEAP1_ex_4	chr19	10602263	10602970	708	1524	2596	2276.38	2298
KEAP1_ex_5	chr19	10610073	10610710	638	824	2870	2142.21	2387
IGFL3_ex	chr19	46627115	46627261	147	1471	2091	1818.13	1846
PDYN_ex	chr20	1960990	1961521	532	1305	2741	2236.28	2363.5
PAK7_ex	chr20	9546528	9546985	458	1847	3659	3075.13	3185
U2AF1_ex	chr21	44524394	44524462	69	903	1272	1100.3	1108
U2AF1_ex_2	chr21	44524464	44524541	78	918	1270	1136.76	1167
DMD_ex	chrX	32429836	32430057	222	737	1311	1088.26	1117
FGD1_ex	chrX	54497725	54497925	201	1263	2130	1786.02	1841
TRPC5_ex	chrX	111195250	111195640	391	478	1638	1301.66	1434
AMOT_ex	chrX	112024145	112024364	220	749	1297	1076.75	1100
DCAF12L2_ex	chrX	125298579	125298835	257	1155	1687	1509.92	1519
DCAF12L2_ex_2	chrX	125298859	125299288	430	1121	2059	1742.19	1826.5
DCAF12L2_ex_3	chrX	125299329	125299403	75	1179	1299	1245.04	1252
DCAF12L2_ex_4	chrX	125299449	125299801	353	451	1558	1168.75	1334
DCAF12L1_ex	chrX	125685269	125685520	252	987	1743	1528.88	1611
DCAF12L1_ex_2	chrX	125685544	125685751	208	1615	1998	1834.77	1838
DCAF12L1_ex_3	chrX	125685759	125685831	73	1513	1769	1645.97	1638
DCAF12L1_ex_4	chrX	125685854	125685972	119	1123	1564	1365.86	1345
DCAF12L1_ex_5	chrX	125686009	125686084	76	1130	1324	1229.71	1224
DCAF12L1_ex_6	chrX	125686129	125686562	434	260	1688	1153.8	1358.5
RPS4Y1_ex	chrY	2712193	2712272	80	0	0	0	0
RPS4Y1_ex_2	chrY	2722643	2722721	79	0	0	0	0
RPS4Y1_ex_3	chrY	2733178	2733258	81	0	0	0	0
ZFY_ex	chrY	2843138	2843272	135	0	1	0.666667	1
ZFY_ex_2	chrY	2844743	2844868	126	0	1	0.31746	0
