#STAMP depth report v1.2
#date=Sat Feb  6 11:21:32 PST 2016
#bam=SampleB.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=60
#max=2650
#avg=1709.73
#med=1767
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
RB1_ex_11	chr13	48942630	48942761	132	1253	1753	1555.22	1568.5
RB1_ex_12	chr13	48947500	48947645	146	888	1271	1118.22	1146.5
RB1_ex_13	chr13	48951030	48951209	180	1267	1972	1710.09	1740
RB1_ex_14	chr13	48953715	48953810	96	911	1226	1123.43	1137
RB1_ex_15	chr13	48954170	48954235	66	323	749	512.545	492
RB1_ex_16	chr13	48954295	48954404	110	869	1349	1197.62	1219
RB1_ex_17	chr13	48955375	48955626	252	964	1909	1594.92	1667.5
LPAR6_ex	chr13	48985970	48986111	142	1244	1944	1724.56	1792.5
RB1_ex_18	chr13	49027105	49027282	178	842	1467	1253.15	1288
RB1_ex_19	chr13	49030315	49030517	203	1021	1648	1430.76	1476
RB1_ex_20	chr13	49033800	49034007	208	1082	1833	1566.69	1636.5
RB1_ex_21	chr13	49037835	49037984	150	739	1148	1020.46	1054
RB1_ex_22	chr13	49039110	49039277	168	388	1561	1077.12	1126.5
RB1_ex_23	chr13	49039315	49039518	204	1347	2048	1805.11	1840.5
RB1_ex_24	chr13	49047430	49047576	147	1025	1525	1336.28	1371
RB1_ex_25	chr13	49050815	49050983	169	1432	2182	1934.16	1984
RB1_ex_26	chr13	49051440	49051572	133	674	1077	941.842	963
RB1_ex_27	chr13	49054085	49054245	161	890	1540	1308	1333
KLHL1_ex	chr13	70681316	70681856	541	1085	2191	1828.87	1859
SLITRK1_ex	chr13	84453597	84455634	2038	1175	2410	2163.36	2213.5
LRFN5_ex	chr14	42355817	42357220	1404	1075	2308	2015.47	2040.5
C14orf177_ex	chr14	99183471	99183646	176	1032	1629	1396.51	1431
AKT1_ex	chr14	105246390	105246570	181	1318	2053	1822.63	1868
MKRN3_ex	chr15	23810934	23812061	1128	997	2404	1892.44	1931.5
MKRN3_ex_2	chr15	23812104	23812496	393	1255	2224	1965.49	2037
MAP2K1_ex	chr15	66727329	66727602	274	807	1393	1113.82	1104
MAP2K1_ex_2	chr15	66729049	66729123	75	885	1346	1137.76	1146
MAP2K1_ex_3	chr15	66729139	66729253	115	954	1445	1280.37	1351
MAP2K1_ex_4	chr15	66735574	66735650	77	688	1158	938.727	939
MAP2K1_ex_5	chr15	66735664	66735738	75	1067	1314	1232.33	1258
MAP2K1_ex_6	chr15	66737009	66737088	80	614	812	741.788	750
MAP2K1_ex_7	chr15	66774059	66774241	183	960	1534	1326.88	1370
MAP2K1_ex_8	chr15	66777294	66777550	257	1071	2362	1923.02	2031
MAP2K1_ex_9	chr15	66779539	66779676	138	855	1406	1247.93	1290
MAP2K1_ex_10	chr15	66781504	66781654	151	785	1270	1119.91	1151
MAP2K1_ex_11	chr15	66781994	66782146	153	974	1577	1371.07	1412
MAP2K1_ex_12	chr15	66782804	66782984	181	999	1683	1442.52	1502
TP53_ex	chr17	7572889	7573037	149	1127	1792	1506.89	1524
TP53_ex_2	chr17	7573894	7574051	158	745	1143	987.411	1006
TP53_ex_3	chr17	7576809	7576957	149	1607	1960	1823.44	1850
TP53_ex_4	chr17	7576984	7577173	190	969	1665	1467.23	1567.5
TP53_ex_5	chr17	7577469	7577648	180	823	1746	1419.57	1475
TP53_ex_6	chr17	7578154	7578326	173	1021	1635	1464.79	1551
TP53_ex_7	chr17	7578339	7578589	251	1282	1750	1562.78	1548
TP53_ex_8	chr17	7579289	7579605	317	1070	1939	1637.67	1677
TP53_ex_9	chr17	7579639	7579772	134	244	1441	1218.02	1367.5
TP53_ex_10	chr17	7579804	7579954	151	1069	1630	1442.01	1486
POLDIP2_ex	chr17	26684291	26684509	219	130	480	354.119	386
ERBB2_ex	chr17	37879768	37879938	171	1070	2139	1744.35	1827
ERBB2_ex_2	chr17	37880143	37880277	135	1500	1967	1786.82	1830
ERBB2_ex_3	chr17	37880943	37881204	262	1273	1934	1694.45	1725
ERBB2_ex_4	chr17	37881268	37881488	221	1521	1892	1748.48	1775
ERBB2_ex_5	chr17	37881538	37881678	141	738	1527	1317.39	1367
ERBB2_ex_6	chr17	37881938	37882156	219	1136	2053	1747	1813
ERBB2_ex_7	chr17	37882788	37882929	142	1201	1830	1611.37	1658.5
CA10_ex	chr17	50008315	50008526	212	1214	2082	1766.68	1840.5
ZNF521_ex	chr18	22804281	22807572	3292	1226	2449	2140.77	2155
RIT2_ex	chr18	40503560	40503699	140	925	1600	1375.64	1398
SYT4_ex	chr18	40850388	40850535	148	1012	1522	1339.79	1345.5
SETBP1_ex	chr18	42529861	42533288	3428	1057	2423	2022.81	2041.5
SLC14A2_ex	chr18	43204627	43204777	151	809	1187	1052.59	1083
SLC14A2_ex_2	chr18	43249282	43249460	179	903	1399	1224.66	1258
SMAD4_ex	chr18	48604649	48604802	154	1336	1905	1683.37	1718
DCC_ex	chr18	50683732	50683864	133	1184	1821	1586.78	1618
WDR7_ex	chr18	54398650	54398796	147	915	1290	1164.84	1204
BCL2_ex	chr18	60985524	60985667	144	587	1262	990.389	1004.5
SERPINB3_ex	chr18	61328289	61328432	144	1192	1892	1641.68	1684.5
CDH7_ex	chr18	63477009	63477155	147	868	1261	1117.04	1143
CD226_ex	chr18	67563037	67563171	135	1341	1930	1711.01	1752
NETO1_ex	chr18	70526104	70526248	145	862	1404	1219.3	1248
ZNF236_ex	chr18	74620319	74620472	154	405	605	523.805	528.5
STK11_ex	chr19	1206890	1207229	340	1027	2455	1951.95	2028
STK11_ex_2	chr19	1218385	1218525	141	1158	1675	1485.07	1511
STK11_ex_3	chr19	1219295	1219431	137	1306	1945	1680.69	1714
STK11_ex_4	chr19	1220350	1220519	170	1189	1837	1628.01	1661
STK11_ex_5	chr19	1220550	1220724	175	1181	1501	1371.71	1373
STK11_ex_6	chr19	1221180	1221361	182	1365	2023	1771.97	1813
STK11_ex_7	chr19	1221905	1222046	142	514	874	730.782	748.5
STK11_ex_8	chr19	1222960	1223204	245	1187	2010	1711.51	1791
STK11_ex_9	chr19	1226420	1226679	260	214	1097	774.196	864
MAP2K2_ex	chr19	4099176	4099272	97	701	992	865.412	872
MAP2K2_ex_2	chr19	4099376	4099456	81	518	744	639.506	652
MAP2K2_ex_3	chr19	4110481	4110621	141	952	1559	1338.09	1357
MAP2K2_ex_4	chr19	4117451	4117524	74	1029	1264	1167.99	1182
MAP2K2_ex_5	chr19	4117591	4117663	73	737	1013	899.274	921
KEAP1_ex	chr19	10597293	10597511	219	951	1511	1324.05	1394
KEAP1_ex_2	chr19	10599833	10600090	258	817	1665	1370.62	1429
KEAP1_ex_3	chr19	10600303	10600514	212	1020	1902	1606.57	1681
KEAP1_ex_4	chr19	10602263	10602970	708	1122	1911	1662.09	1664
KEAP1_ex_5	chr19	10610073	10610710	638	655	2146	1689.21	1888
IGFL3_ex	chr19	46627115	46627261	147	1411	2136	1857.66	1891
PDYN_ex	chr20	1960990	1961521	532	1061	2074	1767.99	1843
PAK7_ex	chr20	9546528	9546985	458	1373	2465	2168.65	2258
U2AF1_ex	chr21	44524394	44524462	69	911	1296	1143.17	1165
U2AF1_ex_2	chr21	44524464	44524541	78	956	1316	1171.14	1202.5
DMD_ex	chrX	32429836	32430057	222	563	979	834.113	875.5
FGD1_ex	chrX	54497725	54497925	201	658	1183	997.418	1055
TRPC5_ex	chrX	111195250	111195640	391	345	998	799.854	846
AMOT_ex	chrX	112024145	112024364	220	515	903	754.495	784.5
DCAF12L2_ex	chrX	125298579	125298835	257	712	1011	941.346	955
DCAF12L2_ex_2	chrX	125298859	125299288	430	670	1056	941.263	976
DCAF12L2_ex_3	chrX	125299329	125299403	75	694	759	728.893	729
DCAF12L2_ex_4	chrX	125299449	125299801	353	331	977	758.38	795
DCAF12L1_ex	chrX	125685269	125685520	252	676	1091	974.286	1000.5
DCAF12L1_ex_2	chrX	125685544	125685751	208	906	1114	1031.3	1035.5
DCAF12L1_ex_3	chrX	125685759	125685831	73	814	925	861.712	855
DCAF12L1_ex_4	chrX	125685854	125685972	119	706	867	808.832	805
DCAF12L1_ex_5	chrX	125686009	125686084	76	691	772	737.461	737.5
DCAF12L1_ex_6	chrX	125686129	125686562	434	159	1006	685.786	795
RPS4Y1_ex	chrY	2712193	2712272	80	505	637	580.725	583.5
RPS4Y1_ex_2	chrY	2722643	2722721	79	463	565	523.646	526
RPS4Y1_ex_3	chrY	2733178	2733258	81	192	236	221.16	223
ZFY_ex	chrY	2843138	2843272	135	491	707	617.17	620
ZFY_ex_2	chrY	2844743	2844868	126	183	282	241.952	241.5
