#STAMP depth report v1.2
#date=Sat Feb  6 11:25:52 PST 2016
#bam=HD753.samtools-deduped.bam
#bed=NSCLC_CLIN_OCT2014_intervals_exonic.bed
#len=130943
#min=80
#max=9029
#avg=2121.1
#med=2130
Description	Chr	Start	End	Length	Min_Depth	Max_Depth	Average_Depth	Median_Depth
RB1_ex_9	chr13	48938995	48939127	133	980	1334	1204.78	1221
RB1_ex_10	chr13	48941595	48941782	188	1183	1723	1525.95	1566
RB1_ex_11	chr13	48942630	48942761	132	1277	1808	1590.91	1623.5
RB1_ex_12	chr13	48947500	48947645	146	785	1152	1021.14	1045.5
RB1_ex_13	chr13	48951030	48951209	180	1228	2003	1725.73	1773.5
RB1_ex_14	chr13	48953715	48953810	96	868	1171	1069.62	1074
RB1_ex_15	chr13	48954170	48954235	66	358	754	528.394	507.5
RB1_ex_16	chr13	48954295	48954404	110	840	1269	1134.43	1148.5
RB1_ex_17	chr13	48955375	48955626	252	988	2011	1664.05	1732.5
LPAR6_ex	chr13	48985970	48986111	142	1263	1892	1674.72	1702
RB1_ex_18	chr13	49027105	49027282	178	881	1475	1272.16	1315.5
RB1_ex_19	chr13	49030315	49030517	203	964	1794	1511.57	1561
RB1_ex_20	chr13	49033800	49034007	208	1264	2036	1764.96	1847
RB1_ex_21	chr13	49037835	49037984	150	753	1194	1053.87	1096
RB1_ex_22	chr13	49039110	49039277	168	413	1498	1049.46	1124
RB1_ex_23	chr13	49039315	49039518	204	1441	2177	1885.19	1895
RB1_ex_24	chr13	49047430	49047576	147	1048	1569	1372.86	1416
RB1_ex_25	chr13	49050815	49050983	169	1565	2395	2095.64	2144
RB1_ex_26	chr13	49051440	49051572	133	688	1089	956.233	1000
RB1_ex_27	chr13	49054085	49054245	161	854	1415	1198.54	1220
KLHL1_ex	chr13	70681316	70681856	541	1082	2318	1979.78	2052
SLITRK1_ex	chr13	84453597	84455634	2038	1164	2608	2257.13	2308
LRFN5_ex	chr14	42355817	42357220	1404	1148	3020	2484.55	2526.5
C14orf177_ex	chr14	99183471	99183646	176	1325	2108	1797.31	1851
AKT1_ex	chr14	105246390	105246570	181	1799	2954	2575.24	2660
MKRN3_ex	chr15	23810934	23812061	1128	1335	3182	2563.26	2600.5
MKRN3_ex_2	chr15	23812104	23812496	393	1529	2858	2488.66	2602
MAP2K1_ex	chr15	66727329	66727602	274	969	1624	1311.66	1293
MAP2K1_ex_2	chr15	66729049	66729123	75	1192	1798	1527.71	1548
MAP2K1_ex_3	chr15	66729139	66729253	115	1181	1832	1609.06	1683
MAP2K1_ex_4	chr15	66735574	66735650	77	958	1464	1223.08	1214
MAP2K1_ex_5	chr15	66735664	66735738	75	1297	1646	1512.19	1550
MAP2K1_ex_6	chr15	66737009	66737088	80	828	1032	960.538	971.5
MAP2K1_ex_7	chr15	66774059	66774241	183	1218	1949	1667.2	1745
MAP2K1_ex_8	chr15	66777294	66777550	257	1474	2947	2443.42	2570
MAP2K1_ex_9	chr15	66779539	66779676	138	959	1736	1486.33	1546.5
MAP2K1_ex_10	chr15	66781504	66781654	151	881	1454	1264.63	1298
MAP2K1_ex_11	chr15	66781994	66782146	153	1172	1771	1547.51	1564
MAP2K1_ex_12	chr15	66782804	66782984	181	1166	1927	1656.41	1724
TP53_ex	chr17	7572889	7573037	149	1170	1963	1666.31	1700
TP53_ex_2	chr17	7573894	7574051	158	745	1217	1063.65	1084
TP53_ex_3	chr17	7576809	7576957	149	1908	2455	2258.05	2286
TP53_ex_4	chr17	7576984	7577173	190	1062	2039	1729.06	1871
TP53_ex_5	chr17	7577469	7577648	180	857	1870	1524.25	1593
TP53_ex_6	chr17	7578154	7578326	173	1141	1714	1533.72	1583
TP53_ex_7	chr17	7578339	7578589	251	1335	1933	1708.84	1699
TP53_ex_8	chr17	7579289	7579605	317	1284	2244	1904.25	1924
TP53_ex_9	chr17	7579639	7579772	134	512	1741	1491.09	1647.5
TP53_ex_10	chr17	7579804	7579954	151	1200	1797	1586.68	1632
POLDIP2_ex	chr17	26684291	26684509	219	148	506	374.338	407
ERBB2_ex	chr17	37879768	37879938	171	1501	2781	2302.05	2400
ERBB2_ex_2	chr17	37880143	37880277	135	1947	2626	2338.5	2383
ERBB2_ex_3	chr17	37880943	37881204	262	1540	2392	2088.84	2128
ERBB2_ex_4	chr17	37881268	37881488	221	1877	2437	2181.63	2179
ERBB2_ex_5	chr17	37881538	37881678	141	1007	1926	1685.44	1750
ERBB2_ex_6	chr17	37881938	37882156	219	1460	2638	2228.58	2314
ERBB2_ex_7	chr17	37882788	37882929	142	1617	2388	2082.55	2123.5
CA10_ex	chr17	50008315	50008526	212	1731	3083	2577.15	2667
ZNF521_ex	chr18	22804281	22807572	3292	1527	3097	2695.62	2740
RIT2_ex	chr18	40503560	40503699	140	1024	1689	1465.31	1484.5
SYT4_ex	chr18	40850388	40850535	148	1104	1739	1520.53	1553
SETBP1_ex	chr18	42529861	42533288	3428	1229	2929	2480.79	2515
SLC14A2_ex	chr18	43204627	43204777	151	989	1519	1300.83	1334
SLC14A2_ex_2	chr18	43249282	43249460	179	1033	1551	1359.92	1393
SMAD4_ex	chr18	48604649	48604802	154	1343	1816	1649.24	1687.5
DCC_ex	chr18	50683732	50683864	133	1175	1775	1565.98	1600
WDR7_ex	chr18	54398650	54398796	147	1108	1575	1423.61	1479
BCL2_ex	chr18	60985524	60985667	144	600	1310	1032.78	1076
SERPINB3_ex	chr18	61328289	61328432	144	1479	2253	1964.99	2011.5
CDH7_ex	chr18	63477009	63477155	147	841	1199	1053.91	1064
CD226_ex	chr18	67563037	67563171	135	1716	2545	2244.7	2305
NETO1_ex	chr18	70526104	70526248	145	1022	1687	1468.53	1509
ZNF236_ex	chr18	74620319	74620472	154	381	567	498.084	503
STK11_ex	chr19	1206890	1207229	340	1459	3653	2826.3	2926
STK11_ex_2	chr19	1218385	1218525	141	1568	2374	2102.21	2128
STK11_ex_3	chr19	1219295	1219431	137	1867	2765	2341.44	2341
STK11_ex_4	chr19	1220350	1220519	170	1733	2623	2333.13	2387.5
STK11_ex_5	chr19	1220550	1220724	175	1522	1994	1852.95	1884
STK11_ex_6	chr19	1221180	1221361	182	2005	3017	2589.27	2639.5
STK11_ex_7	chr19	1221905	1222046	142	606	1049	873.176	900
STK11_ex_8	chr19	1222960	1223204	245	1686	3096	2570.85	2690
STK11_ex_9	chr19	1226420	1226679	260	355	1460	1066.53	1138.5
MAP2K2_ex	chr19	4099176	4099272	97	849	1170	1032.91	1037
MAP2K2_ex_2	chr19	4099376	4099456	81	587	778	706.963	717
MAP2K2_ex_3	chr19	4110481	4110621	141	1184	1787	1562.28	1597
MAP2K2_ex_4	chr19	4117451	4117524	74	1239	1503	1413.41	1437
MAP2K2_ex_5	chr19	4117591	4117663	73	861	1226	1060.82	1075
KEAP1_ex	chr19	10597293	10597511	219	985	1659	1440.91	1519
KEAP1_ex_2	chr19	10599833	10600090	258	1055	1980	1629.33	1686
KEAP1_ex_3	chr19	10600303	10600514	212	1270	2385	2003.83	2065
KEAP1_ex_4	chr19	10602263	10602970	708	1460	2528	2128.28	2087
KEAP1_ex_5	chr19	10610073	10610710	638	841	2602	2021.58	2230.5
IGFL3_ex	chr19	46627115	46627261	147	1244	1824	1570.4	1588
PDYN_ex	chr20	1960990	1961521	532	1557	2955	2506.48	2669
PAK7_ex	chr20	9546528	9546985	458	1984	3414	3014.13	3125.5
U2AF1_ex	chr21	44524394	44524462	69	889	1293	1108	1109
U2AF1_ex_2	chr21	44524464	44524541	78	976	1322	1194.12	1244.5
DMD_ex	chrX	32429836	32430057	222	986	1766	1450.83	1478
FGD1_ex	chrX	54497725	54497925	201	1299	2193	1841.42	1886
TRPC5_ex	chrX	111195250	111195640	391	637	1855	1469.22	1587
AMOT_ex	chrX	112024145	112024364	220	877	1490	1260.16	1278.5
DCAF12L2_ex	chrX	125298579	125298835	257	1208	1770	1621.67	1654
DCAF12L2_ex_2	chrX	125298859	125299288	430	1200	2135	1804.15	1874.5
DCAF12L2_ex_3	chrX	125299329	125299403	75	1257	1391	1327.15	1330
DCAF12L2_ex_4	chrX	125299449	125299801	353	543	1626	1225.06	1346
DCAF12L1_ex	chrX	125685269	125685520	252	1100	1859	1655.13	1759
DCAF12L1_ex_2	chrX	125685544	125685751	208	1720	1952	1865.18	1868
DCAF12L1_ex_3	chrX	125685759	125685831	73	1567	1802	1673.15	1659
DCAF12L1_ex_4	chrX	125685854	125685972	119	1226	1590	1418.49	1401
DCAF12L1_ex_5	chrX	125686009	125686084	76	1264	1462	1351.97	1347.5
DCAF12L1_ex_6	chrX	125686129	125686562	434	288	1885	1288.83	1540
RPS4Y1_ex	chrY	2712193	2712272	80	143	178	161.338	162
RPS4Y1_ex_2	chrY	2722643	2722721	79	115	149	135.304	137
RPS4Y1_ex_3	chrY	2733178	2733258	81	59	83	73.0494	74
ZFY_ex	chrY	2843138	2843272	135	125	179	161.156	166
ZFY_ex_2	chrY	2844743	2844868	126	50	80	67.1825	68.5
